Кабель,От позиция,Каб. ввод,До позиции,Каб. ввод,"Марка кабеля, количество жил, сечение","Длина,",Тип,"Длина,",Тип сигнала
C-ШС14.1-Bus2,7-ШС14.1,"М20х1,5",7-ШС16.1,"М20х1,5","Кабель НВПЭнг(С)-LS 4х2х0,52",60,-,-,Regul-Bus2
C-ШС14.1-3,7-ШС14.2,"М25х1,5",7-ШС14.1,"М25х1,5","Кабель управления, экранированный, МКЭШВнг(А)-LS 7х2х1,0",3,РЗ-ЦХ-25,2,DI/DO
C-ШС14.1-4,7-ШС14.2,"М32х1,5",7-ШС14.1,"М32х1,5","Кабель управления, экранированный, МКЭШВнг(А)-LS 12х2х1,0",3,РЗ-ЦХ-32,2,DI/DO
C-ШС14.2-1,7-ПАЗ,-,7-ШС14.2,"М25х1,5","Кабель управления, экранированный, МКЭШВнг(А)-LS 7х2х1,0",125,-,-,DO
C-15zpe1,15зпэ1,-,15JB001,-,Комплектная поставка,-,-,-,DO/DI
C-15zpe2,15зпэ2,-,15JB001,-,Комплектная поставка,-,-,-,DO/DI
C-15zpe4,15зпэ4,-,15JB001,-,Комплектная поставка,-,-,-,DO/DI
C-15zpe6,15зпэ6,-,15JB001,-,Комплектная поставка,-,-,-,DO/DI
C-15kshe6,15кшэ6,-,15JB001,-,Комплектная поставка,-,-,-,DO/DI
C-15kshe4,15кшэ4,-,15JB001,-,Комплектная поставка,-,-,-,DO/DI
C-15kshe5,15кшэ5,-,15JB001,-,Комплектная поставка,-,-,-,DO/DI
C-FT15F1-1,FT-15F1,-,15JB001,-,Комплектная поставка,-,-,-,24VDC
C-FT15F1-2,FT-15F1,-,15JB001,-,Комплектная поставка,-,-,-,AI
C-FT15F2-1,FT-15F2,-,15JB001,-,Комплектная поставка,-,-,-,24VDC
C-FT15F2-2,FT-15F2,-,15JB001,-,Комплектная поставка,-,-,-,AI
C-FT15F3-1,FT-15F3,-,15JB001,-,Комплектная поставка,-,-,-,24VDC
C-FT15F3-2,FT-15F3,-,15JB001,-,Комплектная поставка,-,-,-,AI
C-PT15P3,PT-15P3,-,15JB001,-,Комплектная поставка,-,-,-,AI
C-PT15P7,PT-15P7,-,15JB001,-,Комплектная поставка,-,-,-,AI
C-PT15P8,PT-15P8,-,15JB001,-,Комплектная поставка,-,-,-,AI
C-PT15P9,PT-15P9,-,15JB001,-,Комплектная поставка,-,-,-,AI
C-PT15P14,PT-15P14,-,15JB001,-,Комплектная поставка,-,-,-,AI
C-PT15P18,PT-15P18,-,15JB001,-,Комплектная поставка,-,-,-,AI
-,QE-15Q1,-,QT-15Q1,-,Комплектная поставка,-,-,-,-
C-QT15Q1-1,QT-15Q1,-,15JB001,-,Комплектная поставка,-,-,-,24VDC
C-QT15Q1-2,QT-15Q1,-,15JB001,-,Комплектная поставка,-,-,-,AI
-,QE-15Q2,-,QT-15Q2,-,Комплектная поставка,-,-,-,-
C-QT15Q2-1,QT-15Q2,-,15JB001,-,Комплектная поставка,-,-,-,24VDC
C-QT15Q2-2,QT-15Q2,-,15JB001,-,Комплектная поставка,-,-,-,AI
C-TT15T1,TT-15T1,-,15JB001,-,Комплектная поставка,-,-,-,AI
C-UZH31/2-1,UZ H31/2,-,15JB001,-,Комплектная поставка,-,-,-,DI/DO
C-UZH31/2-2,UZ H31/2,-,15JB001,-,Комплектная поставка,-,-,-,AO
C-UZH32/2-1,UZ H32/2,-,15JB001,-,Комплектная поставка,-,-,-,DI/DO
C-UZH32/2-2,UZ H32/2,-,15JB001,-,Комплектная поставка,-,-,-,AO
C-15JB001-1,15JB001,"М32х1,5",7-ШС15.1,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 10х2х1,0",10,РЗ-ЦХ-32,2,DI
C-15JB001-2,15JB001,"М25х1,5",7-ШС15.1,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 7х2х1,0",10,РЗ-ЦХ-25,2,DI
C-15JB001-3,15JB001,"М25х1,5",7-ШС15.1,-,"Кабель контрольный, КГВВнг(А)-LS 14х1,5",10,РЗ-ЦХ-25,2,24VDC
C-15JB001-4,15JB001,"М32х1,5",7-ШС15.1,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 12х2х1,0",10,РЗ-ЦХ-32,2,AI
C-15JB001-5,15JB001,"М32х1,5",7-ШС15.1,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 12х2х1,0",10,РЗ-ЦХ-32,2,DO/DI/AO
C-15JB001-6,15JB001,"М20х1,5",7-ШС15.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",10,РЗ-ЦХ-15,2,DO
C-15JB001-7,15JB001,"М20х1,5",7-ШС15.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",10,РЗ-ЦХ-15,2,DO
C-15JB001-8,15JB001,"М20х1,5",7-ШС15.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",10,РЗ-ЦХ-15,2,DO
C-15JB001-9,15JB001,"М20х1,5",7-ШС15.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",10,РЗ-ЦХ-15,2,DO
C-15JB001-10,15JB001,"М20х1,5",7-ШС15.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",10,РЗ-ЦХ-15,2,DO
C-15JB001-11,15JB001,"М20х1,5",7-ШС15.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",10,РЗ-ЦХ-15,2,DO
C-15JB001-12,15JB001,"М20х1,5",7-ШС15.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",10,РЗ-ЦХ-15,2,DO
C-15zpe5,15зпэ5,-,15JBZ001,-,Комплектная поставка,-,-,-,DO/DI
C-15kshe2,15кшэ2,-,15JBZ001,-,Комплектная поставка,-,-,-,DO/DI
C-15kshe21,15кшэ21,-,15JBZ001,-,Комплектная поставка,-,-,-,DO/DI
C-PZT15P15/1,PZT-15P15/1,-,15JBZ001,-,Комплектная поставка,-,-,-,AI
C-PZT15P15/2,PZT-15P15/2,-,15JBZ001,-,Комплектная поставка,-,-,-,AI
C-PZT15P16/1,PZT-15P16/1,-,15JBZ001,-,Комплектная поставка,-,-,-,AI
C-PZT15P16/2,PZT-15P16/2,-,15JBZ001,-,Комплектная поставка,-,-,-,AI
-,QZE-15Q3/1,-,QZT-15Q3/1,-,Комплектная поставка,-,-,-,-
C-QZT15Q3/1-1,QZT-15Q3/1,-,15JBZ001,-,Комплектная поставка,-,-,-,24VDC
C-QZT15Q3/1-2,QZT-15Q3/1,-,15JBZ001,-,Комплектная поставка,-,-,-,AI
-,QZE-15Q3/2,-,QZT-15Q3/2,-,Комплектная поставка,-,-,-,-
C-QZT15Q3/2-1,QZT-15Q3/2,-,15JBZ001,-,Комплектная поставка,-,-,-,24VDC
C-QZT15Q3/2-2,QZT-15Q3/2,-,15JBZ001,-,Комплектная поставка,-,-,-,AI
C-15JZB001-1,15JBZ001,"М25х1,5",7-ПАЗ,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 7х2х1,0",105,РЗ-ЦХ-25,2,DI
C-15JZB001-2,15JBZ001,"М25х1,5",7-ПАЗ,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 7х2х1,0",105,РЗ-ЦХ-25,2,AI
C-15JBZ001-3,15JBZ001,"М25х1,5",7-ПАЗ,-,"Кабель контрольный, КГВВнг(А)-LS 10х1,5",105,РЗ-ЦХ-25,2,24VDC
C-15JBZ001-4,15JBZ001,"М20х1,5",7-ПАЗ,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",105,РЗ-ЦХ-15,2,DO
C-15JBZ001-5,15JBZ001,"М20х1,5",7-ПАЗ,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",105,РЗ-ЦХ-15,2,DO
C-15JBZ001-6,15JBZ001,"М20х1,5",7-ПАЗ,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",105,РЗ-ЦХ-15,2,DO
C-15kshe22-1,15кшэ22,-,15JB002,-,Комплектная поставка,-,-,-,DO
C-15kshe22-2,15кшэ22,-,15JB002,-,Комплектная поставка,-,-,-,DI
C-15kshe23-1,15кшэ23,-,15JB002,-,Комплектная поставка,-,-,-,DO
C-15kshe23-2,15кшэ23,-,15JB002,-,Комплектная поставка,-,-,-,DI
C-15kshe24-1,15кшэ24,-,15JB002,-,Комплектная поставка,-,-,-,DO
C-15kshe24-2,15кшэ24,-,15JB002,-,Комплектная поставка,-,-,-,DI
C-LT15L4,LT-15L4,-,15JB002,-,Комплектная поставка,-,-,-,AI
C-PT15P13,PT-15P13,-,15JB002,-,Комплектная поставка,-,-,-,AI
C-PT15P17,PT-15P17,-,15JB002,-,Комплектная поставка,-,-,-,AI
C-TT15T2,TT-15T2,-,15JB002,-,Комплектная поставка,-,-,-,AI
C-UZHМ1/2-1,UZ Hм1/2,-,15JB002,-,Комплектная поставка,-,-,-,DI/DO
C-UZHМ1/2-2,UZ Hм1/2,-,15JB002,-,Комплектная поставка,-,-,-,AO
С-SB1HM1/2,XS_Hм1/2,-,15JB002,-,Комплектная поставка,-,-,-,DO
С-15JB002-1,15JB002,"М32х1,5",7-ШС15.1,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 10х2х1,0",10,РЗ-ЦХ-32,2,AI/DI
С-15JB002-2,15JB002,"М20х1,5",7-ШС15.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",10,РЗ-ЦХ-15,2,DO
С-15JB002-3,15JB002,"М20х1,5",7-ШС15.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",10,РЗ-ЦХ-15,2,DO
С-15JB002-4,15JB002,"М20х1,5",7-ШС15.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",10,РЗ-ЦХ-15,2,DO
С-15JB002-5,15JB002,"М25х1,5",7-ШС15.1,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 7х2х1,0",10,РЗ-ЦХ-25,2,DI/DO/AO
C-15kshe1,15кшэ1,-,15JB003,-,Комплектная поставка,-,-,-,DO/DI
C-15kshe8,15кшэ8,-,15JB003,-,Комплектная поставка,-,-,-,DO/DI
C-ND9/2-1,НД9/2,-,15JB003,-,Комплектная поставка,-,-,-,DO
C-ND9/2-2,НД9/2,-,15JB003,-,Комплектная поставка,-,-,-,AO
C-LT15L1,LT-15L1,-,15JB003,-,Комплектная поставка,-,-,-,AI
С-15JB003-1,15JB003,"М32х1,5",7-ШС15.1,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 10х2х1,0",25,РЗ-ЦХ-32,1,DI/DO/AO
С-15JB003-2,15JB003,"М20х1,5",7-ШС15.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",25,РЗ-ЦХ-15,1,DO
С-15JB003-3,15JB003,"М20х1,5",7-ШС15.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",25,РЗ-ЦХ-15,1,DO
C-ШС15.1-Bus1,7-ШС15.1,"М20х1,5",7-ШС17.1,"М20х1,5","Кабель НВПЭнг(С)-LS 4х2х0,52",10,-,-,Regul-Bus1
C-ШС15.1-Bus2,7-ШС15.1,"М20х1,5",7-ШС17.1,"М20х1,5","Кабель НВПЭнг(С)-LS 4х2х0,52",10,-,-,Regul-Bus2
C-ШС15.1-3,7-ШС15.2,"М25х1,5",7-ШС15.1,"М25х1,5","Кабель управления, экранированный, МКЭШВнг(А)-LS 7х2х1,0",3,РЗ-ЦХ-25,2,DI/DO
C-ШС15.2-1,7-ПАЗ,-,7-ШС15.2,"М20х1,5","Кабель управления, экранированный, МКЭШВнг(А)-LS 2х2х1,0",100,-,-,DO
C-16zpe4,16зпэ4,-,16JB001,-,Комплектная поставка,-,-,-,DO/DI
C-16zpe5,16зпэ5,-,16JB001,-,Комплектная поставка,-,-,-,DO/DI
C-16zpe6,16зпэ6,-,16JB001,-,Комплектная поставка,-,-,-,DO/DI
C-16zpe7,16зпэ7,-,16JB001,-,Комплектная поставка,-,-,-,DO/DI
C-16kshe3,16кшэ3,-,16JB001,-,Комплектная поставка,-,-,-,DO/DI
C-16kshe5,16кшэ5,-,16JB001,-,Комплектная поставка,-,-,-,DO/DI
C-16kshe1,16кшэ1,-,16JB001,-,Комплектная поставка,-,-,-,DO/DI
C-16kshe2,16кшэ2,-,16JB001,-,Комплектная поставка,-,-,-,DO/DI
C-16kshe4,16кшэ4,-,16JB001,-,Комплектная поставка,-,-,-,DO/DI
C-FT16F1-1,FT-16F1,-,16JB001,-,Комплектная поставка,-,-,-,24VDC
C-FT16F1-2,FT-16F1,-,16JB001,-,Комплектная поставка,-,-,-,AI
C-FT16F2-1,FT-16F2,-,16JB001,-,Комплектная поставка,-,-,-,24VDC
C-FT16F2-2,FT-16F2,-,16JB001,-,Комплектная поставка,-,-,-,AI
C-PT16P4,PT-16P4,-,16JB001,-,Комплектная поставка,-,-,-,AI
C-PT16P5,PT-16P5,-,16JB001,-,Комплектная поставка,-,-,-,AI
C-PT16P6,PT-16P6,-,16JB001,-,Комплектная поставка,-,-,-,AI
-,QE-16Q1,-,QT-16Q1,-,Комплектная поставка,-,-,-,-
C-QT16Q1-1,QT-16Q1,-,16JB001,-,Комплектная поставка,-,-,-,24VDC
C-QT16Q1-2,QT-16Q1,-,16JB001,-,Комплектная поставка,-,-,-,AI
C-TT16T1,TT-16T1,-,16JB001,-,Комплектная поставка,-,-,-,AI
C-UZH10/2-1,UZ H10/2,-,16JB001,-,Комплектная поставка,-,-,-,DI/DO
C-UZH10/2-2,UZ H10/2,-,16JB001,-,Комплектная поставка,-,-,-,AO
C-16JB001-1,16JB001,"М32х1,5",7-ШС16.1,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 12х2х1,0",5,РЗ-ЦХ-32,2,DI
C-16JB001-2,16JB001,"М32х1,5",7-ШС16.1,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 10х2х1,0",5,РЗ-ЦХ-32,2,DI
C-16JB001-3,16JB001,"М25х1,5",7-ШС16.1,-,"Кабель управления, КГВВнг(А)-LS 10х1,5",5,РЗ-ЦХ-25,2,24VDC
C-16JB001-4,16JB001,"М32х1,5",7-ШС16.1,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 12х2х1,0",5,РЗ-ЦХ-32,2,AI/AO/ DI/DO
C-16JB001-5,16JB001,"М20х1,5",7-ШС16.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",5,РЗ-ЦХ-15,2,DO
C-16JB001-6,16JB001,"М20х1,5",7-ШС16.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",5,РЗ-ЦХ-15,2,DO
C-16JB001-7,16JB001,"М20х1,5",7-ШС16.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",5,РЗ-ЦХ-15,2,DO
C-16JB001-8,16JB001,"М20х1,5",7-ШС16.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",5,РЗ-ЦХ-15,2,DO
C-16JB001-9,16JB001,"М20х1,5",7-ШС16.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",5,РЗ-ЦХ-15,2,DO
C-16JB001-10,16JB001,"М20х1,5",7-ШС16.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",5,РЗ-ЦХ-15,2,DO
C-16JB001-11,16JB001,"М20х1,5",7-ШС16.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",5,РЗ-ЦХ-15,2,DO
C-16JB001-12,16JB001,"М20х1,5",7-ШС16.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",5,РЗ-ЦХ-15,2,DO
C-16JB001-13,16JB001,"М20х1,5",7-ШС16.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",5,РЗ-ЦХ-15,2,DO
C-16kshe100-1,16кшэ100,-,16JB002,-,Комплектная поставка,-,-,-,DO
C-16kshe100-2,16кшэ100,-,16JB002,-,Комплектная поставка,-,-,-,DI
C-16kshe101-1,16кшэ101,-,16JB002,-,Комплектная поставка,-,-,-,DO
C-16kshe101-2,16кшэ101,-,16JB002,-,Комплектная поставка,-,-,-,DI
C-16kshe102-1,16кшэ102,-,16JB002,-,Комплектная поставка,-,-,-,DO
C-16kshe102-2,16кшэ102,-,16JB002,-,Комплектная поставка,-,-,-,DI
C-LT16L3,LT-16L3,-,16JB002,-,Комплектная поставка,-,-,-,AI
C-PT16P10,PT-16P10,-,16JB002,-,Комплектная поставка,-,-,-,AI
C-PT16P11,PT-16P11,-,16JB002,-,Комплектная поставка,-,-,-,AI
C-TT16T2,TT-16T2,-,16JB002,-,Комплектная поставка,-,-,-,AI
C-UZHМ2/2-1,UZ Hм2/2,-,16JB002,-,Комплектная поставка,-,-,-,DI/DO
C-UZHМ2/2-2,UZ Hм2/2,-,16JB002,-,Комплектная поставка,-,-,-,AO
С-SB1HM2/2,XS_Hм2/2,-,16JB002,-,Комплектная поставка,-,-,-,DO
C-16JB002-1,16JB002,"М32х1,5",7-ШС16.1,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 12х2х1,0",10,РЗ-ЦХ-32,2,DI/DO/AI
C-16JB002-2,16JB002,"М20х1,5",7-ШС16.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",10,РЗ-ЦХ-15,2,DO
C-16JB002-3,16JB002,"М20х1,5",7-ШС16.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",10,РЗ-ЦХ-15,2,DO
C-16JB002-4,16JB002,"М20х1,5",7-ШС16.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",10,РЗ-ЦХ-15,2,DO
C-16JB002-5,16JB002,"М25х1,5",7-ШС16.1,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 7х2х1,0",10,РЗ-ЦХ-25,2,DI/DO/AO
C-LT16L1,LT-16L1,-,16JB003,-,Комплектная поставка,-,-,-,AI
C-16JB003-1,16JB003,"М20х1,5",7-ШС16.1,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 2х2х1,0",15,РЗ-ЦХ-20,2,AI
C-ШС16.1-Bus1,7-ШС16.1,"М20х1,5",7-ШС18.1,"М20х1,5","Кабель НВПЭнг(С)-LS 4х2х0,52",25,-,-,Regul-Bus1
C-ШС16.1-Bus2,7-ШС16.1,"М20х1,5",7-ШС18.1,"М20х1,5","Кабель НВПЭнг(С)-LS 4х2х0,52",25,-,-,Regul-Bus2
C-ШС16.1-3,7-ШС16.2,"М25х1,5",7-ШС16.1,"М25х1,5","Кабель управления, экранированный, МКЭШВнг(А)-LS 7х2х1,0",3,РЗ-ЦХ-25,2,DI/DO
C-ШС16.2-1,7-ПАЗ,-,7-ШС16.2,"М20х1,5","Кабель управления, экранированный, МКЭШВнг(А)-LS 2х2х1,0",130,-,-,DO
C-17kshe1,17кшэ1,-,17JB001,-,Комплектная поставка,-,-,-,DO/DI
C-17kshe6,17кшэ6,-,17JB001,-,Комплектная поставка,-,-,-,DO/DI
C-17kshe7,17кшэ7,-,17JB001,-,Комплектная поставка,-,-,-,DO/DI
C-17kshe3,17кшэ3,-,17JB001,-,Комплектная поставка,-,-,-,DO/DI
C-17kshe4,17кшэ4,-,17JB001,-,Комплектная поставка,-,-,-,DO/DI
C-17kshe8,17кшэ8,-,17JB001,-,Комплектная поставка,-,-,-,DO/DI
C-17kshe9,17кшэ9,-,17JB001,-,Комплектная поставка,-,-,-,DO/DI
C-FT17F2-1,FT-17F2,-,17JB001,-,Комплектная поставка,-,-,-,24VDC
C-FT17F2-2,FT-17F2,-,17JB001,-,Комплектная поставка,-,-,-,AI
C-FT17F1-1,FT-17F1,-,17JB001,-,Комплектная поставка,-,-,-,220VAC
C-FT17F1-2,FT-17F1,-,17JB001,-,Комплектная поставка,-,-,-,AI
C-PT17P4,PT-17P4,-,17JB001,-,Комплектная поставка,-,-,-,AI
C-PT17P6,PT-17P6,-,17JB001,-,Комплектная поставка,-,-,-,AI
C-PT17P12,PT-17P12,-,17JB001,-,Комплектная поставка,-,-,-,AI
-,QE-17Q1,-,17JB001,-,Комплектная поставка,-,-,-,-
C-QT17Q1-1,QT-17Q1,-,17JB001,-,Комплектная поставка,-,-,-,24VDC
C-QT17Q1-2,QT-17Q1,-,17JB001,-,Комплектная поставка,-,-,-,AI
-,QE-17Q3,-,QT-17Q3,-,Комплектная поставка,-,-,-,-
C-QT17Q3-1,QT-17Q3,-,17JB001,-,Комплектная поставка,-,-,-,24VDC
C-QT17Q3-2,QT-17Q3,-,17JB001,-,Комплектная поставка,-,-,-,AI
C-TT17T1,TT-17T1,-,17JB001,-,Комплектная поставка,-,-,-,AI
C-UZH11/2-1,UZ H11/2,-,17JB001,-,Комплектная поставка,-,-,-,DI/DO
C-UZH11/2-2,UZ H11/2,-,17JB001,-,Комплектная поставка,-,-,-,AO
C-17JB001-1,17JB001,"М25х1,5",7-ШС17.1,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 7х2х1,0",10,РЗ-ЦХ-25,2,DI
C-17JB001-2,17JB001,"М25х1,5",7-ШС17.1,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 7х2х1,0",10,РЗ-ЦХ-25,2,DI
C-17JB001-3,17JB001,"М25х1,5",7-ШС17.1,-,"Кабель управления, КГВВнг(А)-LS 10х1,5",10,РЗ-ЦХ-25,2,24VDC
C-17JB001-4,17JB001,"М25х1,5",7-ШС17.1,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 7х2х1,0",10,РЗ-ЦХ-25,2,AI/DI
C-17JB001-5,17JB001,"М20х1,5",7-ШС17.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",10,РЗ-ЦХ-15,2,DO
C-17JB001-6,17JB001,"М20х1,5",7-ШС17.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",10,РЗ-ЦХ-15,2,DO
C-17JB001-7,17JB001,"М20х1,5",7-ШС17.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",10,РЗ-ЦХ-15,2,DO
C-17JB001-8,17JB001,"М20х1,5",7-ШС17.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",10,РЗ-ЦХ-15,2,DO
C-17JB001-9,17JB001,"М20х1,5",7-ШС17.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",10,РЗ-ЦХ-15,2,DO
C-17JB001-10,17JB001,"М20х1,5",7-ШС17.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",10,РЗ-ЦХ-15,2,DO
C-17JB001-11,17JB001,"М20х1,5",7-ШС17.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",10,РЗ-ЦХ-15,2,DO
C-17JB001-12,17JB001,"М25х1,5",7-ШС17.1,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 7х2х1,0",10,РЗ-ЦХ-25,2,AI/AO/ DI/DO
