id,system,equipment,name,place,product,module,channel,crate,check,property,comment,adr,sign,YMIN,YMAX,WL,WH,AL,AH,format,unit,filter,node
QZT_6Q21_1,PAZ_7,QZT-6Q21/1,Электропроводность пермеата ОММ3,Трубопровод 40-032-01-PC01-NN,7-ПАЗ.1,AI301,9,3,,,,,,,,,,,,,,,
QZT_6Q21_2,PAZ_7,QZT-6Q21/2,Электропроводность пермеата ОММ3,Трубопровод 40-032-01-PC01-NN,7-ПАЗ.1,AI301,10,3,,,,,,,,,,,,,,,
QZT_6Q20_1,PAZ_7,QZT-6Q20/1,Электропроводность пермеата ОММ1,Трубопровод 40-011-01-SF01-NN,7-ПАЗ.1,AI301,11,3,,,,,,,,,,,,,,,
QZT_6Q20_2,PAZ_7,QZT-6Q20/2,Электропроводность пермеата ОММ1,Трубопровод 40-011-01-SF01-NN,7-ПАЗ.1,AI301,12,3,,,,,,,,,,,,,,,
LZT_6L20_1,PAZ_7,LZT-6L20/1,Уровень концентрата ОММ1,Емкость Е11/1,7-ПАЗ.1,AI301,13,3,,,,,,,,,,,,,,,
LZT_6L20_2,PAZ_7,LZT-6L20/2,Уровень концентрата ОММ1,Емкость Е11/1,7-ПАЗ.1,AI301,14,3,,,,,,,,,,,,,,,
PZT_22P20_1,PAZ_7,PZT-22P20/1,Давление в линии фильтрата АД2,Трубопровод 50-013-16-PC01-NN,7-ПАЗ.1,AI301,15,3,,,,,,,,,,,,,,,
PZT_22P20_2,PAZ_7,PZT-22P20/2,Давление в линии фильтрата АД2,Трубопровод 15-013-20-PC01-NN,7-ПАЗ.1,AI301,16,3,,,,,,,,,,,,,,,
LZT_24L19_1,PAZ_7,LZT-24L19/1,Уровень 14%раствора серной кислоты,Емкость Е43,7-ПАЗ.1,AI302,1,3,,,,,,,,,,,,,,,
LZT_24L19_2,PAZ_7,LZT-24L19/2,Уровень 14%раствора серной кислоты,Емкость Е43,7-ПАЗ.1,AI302,2,3,,,,,,,,,,,,,,,
LZT_21L20_1,PAZ_7,LZT-21L20/1,Уровень 40% раствора едкого натра,Емкость Е26/2,7-ПАЗ.1,AI302,3,3,,,,,,,,,,,,,,,
LZT_21L20_2,PAZ_7,LZT-21L20/2,Уровень 40% раствора едкого натра,Емкость Е26/2,7-ПАЗ.1,AI302,4,3,,,,,,,,,,,,,,,
LZS_8L25_1,PAZ_7,LZS-8L25/1,Максимальный уровень 5% раствора FeSO4 Емкость Е18/2,,7-ПАЗ.1,AI302,7,3,,,,,,,,,,,,,,,
LZS_8L25_2,PAZ_7,LZS-8L25/2,Максимальный уровень 5% раствора FeSO4 Емкость Е18/2,,7-ПАЗ.1,AI302,8,3,,,,,,,,,,,,,,,
LZS_8L27_1,PAZ_7,LZS-8L27/1,Максимальный уровень 35% раствора перекиси водорода Емкость Е19/1,,7-ПАЗ.1,AI302,9,3,,,,,,,,,,,,,,,
LZS_8L27_2,PAZ_7,LZS-8L27/2,Максимальный уровень 35% раствора перекиси водорода Емкость Е19/1,,7-ПАЗ.1,AI302,10,3,,,,,,,,,,,,,,,
QZT_7Q3_1,PAZ_7,QZT-7Q3/1,Электропроводность пермеата ОММ4,Трубопровод 32-034-01-PC01-NN,7-ПАЗ.2,AI101,1,4,,,,,,,,,,,,,,,
QZT_7Q3_2,PAZ_7,QZT-7Q3/2,Электропроводность пермеата ОММ4,Трубопровод 32-034-01-PC01-NN,7-ПАЗ.2,AI101,2,4,,,,,,,,,,,,,,,
PZT_7P12_1,PAZ_7,PZT-7P12/1,Давление в линии концентрата ОММ3,Трубопровод 50-033-03-SG01-NN,7-ПАЗ.2,AI101,3,4,,,,,,,,,,,,,,,
PZT_7P12_2,PAZ_7,PZT-7P12/2,Давление в линии концентрата ОММ3,Трубопровод 50-033-03-SG01-NN,7-ПАЗ.2,AI101,4,4,,,,,,,,,,,,,,,
PZT_7P13_1,PAZ_7,PZT-7P13/1,Давление в линии концентрата ОММ4,Трубопровод,7-ПАЗ.2,AI101,5,4,,,,,,,,,,,,,,,
PZT_7P13_2,PAZ_7,PZT-7P13/2,Давление в линии концентрата ОММ4,Трубопровод,7-ПАЗ.2,AI101,6,4,,,,,,,,,,,,,,,
LZT_7L10_1,PAZ_7,LZT-7L10/1,Уровень концентрата ОММ4,Емкость Е13/1,7-ПАЗ.2,AI101,7,4,,,,,,,,,,,,,,,
LZT_7L10_2,PAZ_7,LZT-7L10/2,Уровень концентрата ОММ4,Емкость Е13/1,7-ПАЗ.2,AI101,8,4,,,,,,,,,,,,,,,
LZT_7L6_1,PAZ_7,LZT-7L6/1,Уровень концентрата ОММ3,Емкость Е12/1,7-ПАЗ.2,AI101,9,4,,,,,,,,,,,,,,,
LZT_7L6_2,PAZ_7,LZT-7L6/2,Уровень концентрата ОММ3,,7-ПАЗ.2,AI101,10,4,,,,,,,,,,,,,,,
TZT_8T20_1,PAZ_7,TZT-8T20/1,Температура обработанного пермеата после Т3/1,Трубопровод 80-090-01-РС04-HN,7-ПАЗ.2,AI101,11,4,,,,,,,,,,,,,,,
TZT_8T20_2,PAZ_7,TZT-8T20/2,Температура обработанного пермеата после Т3/1,Трубопровод 80-090-01-РС04-HN,7-ПАЗ.2,AI101,12,4,,,,,,,,,,,,,,,
QZT_8Q21_1,PAZ_7,QZT-8Q21/1,pH пермеата ОММ2,Трубопровод 80-019-05-PC02-NN,7-ПАЗ.2,AI101,13,4,,,,,,,,,,,,,,,
QZT_8Q21_2,PAZ_7,QZT-8Q21/2,pH пермеата ОММ2,Трубопровод 80-019-05-PC02-NN,7-ПАЗ.2,AI101,14,4,,,,,,,,,,,,,,,
LZT_8L29_1,PAZ_7,LZT-8L29/1,Уровень переполнения сбора флотошлама,Емкость ЭДФ1/1-2,7-ПАЗ.2,AI101,15,4,,,,,,,,,,,,,,,
LZT_8L29_2,PAZ_7,LZT-8L29/2,Уровень переполнения сбора флотошлама,Емкость ЭФД1/1-2,7-ПАЗ.2,AI101,16,4,,,,,,,,,,,,,,,
QZT_8Q20_1,PAZ_7,QZT-8Q20/1,Датчик загазованности по концентрации водорода,ЭФД1/1-2,7-ПАЗ.2,AI102,1,4,,,,,,,,,,,,,,,
QZT_8Q20_2,PAZ_7,QZT-8Q20/2,Датчик загазованности по концентрации водорода,ЭФД1/1-2,7-ПАЗ.2,AI102,2,4,,,,,,,,,,,,,,,
QZT_8Q22_1,PAZ_7,QZT-8Q22/1,Датчик загазованности по концентрации хлора,ЭФД1/1-2,7-ПАЗ.2,AI102,3,4,,,,,,,,,,,,,,,
QZT_8Q22_2,PAZ_7,QZT-8Q22/2,Датчик загазованности по концентрации хлора,ЭФД1/1-2,7-ПАЗ.2,AI102,4,4,,,,,,,,,,,,,,,
PZT_9P16_1,PAZ_7,PZT-9P16/1,Давление в линии обработанного пермеата,Трубопровод 80-090-09-SC01-NN,7-ПАЗ.2,AI102,5,4,,,,,,,,,,,,,,,
PZT_9P16_2,PAZ_7,PZT-9P16/2,Давление в линии обработанного пермеата,Трубопровод 80-090-09-SC01-NN,7-ПАЗ.2,AI102,6,4,,,,,,,,,,,,,,,
PZT_9P17_1,PAZ_7,PZT-9P17/1,Давление в линии концентрата ОММ5,Трубопровод,7-ПАЗ.2,AI102,7,4,,,,,,,,,,,,,,,
PZT_9P17_2,PAZ_7,PZT-9P17/2,Давление в линии концентрата ОММ5,Трубопровод,7-ПАЗ.2,AI102,8,4,,,,,,,,,,,,,,,
QZT_9Q3_1,PAZ_7,QZT-9Q3/1,pH обработанного пермеата,Трубопровод 100-090-08-PC01-NN,7-ПАЗ.2,AI102,9,4,,,,,,,,,,,,,,,
QZT_9Q3_2,PAZ_7,QZT-9Q3/2,pH обработанного пермеата,Трубопровод 100-090-08-PC01-NN,7-ПАЗ.2,AI102,10,4,,,,,,,,,,,,,,,
LZT_10L20_1,PAZ_7,LZT-10L20/1,Давление разгерметизации Емкость Е26/1,,7-ПАЗ.2,AI102,11,4,,,,,,,,,,,,,,,
LZT_10L20_2,PAZ_7,LZT-10L20/2,Уровень 40% раствора едкого натра Емкость Е26/1,,7-ПАЗ.2,AI102,12,4,,,,,,,,,,,,,,,
PZS_10P16_1,PAZ_7,PZS-10P16/1,Уровень 40% раствора едкого натра Емкость Е26/1,,7-ПАЗ.2,AI102,13,4,,,,,,,,,,,,,,,
PZS_10P16_2,PAZ_7,PZS-10P16/2,Давление разгерметизации Емкость Е26/1,,7-ПАЗ.2,AI102,14,4,,,,,,,,,,,,,,,
PZT_11P20_1,PAZ_7,PZT-11P20/1,Давление в линии фильтрата АД2,,7-ПАЗ.2,AI102,15,4,,,,,,,,,,,,,,,
PZT_11P20_2,PAZ_7,PZT-11P20/2,Давление в линии фильтрата АД2,,7-ПАЗ.2,AI102,16,4,,,,,,,,,,,,,,,
TZT_12T20_1,PAZ_7,TZT-12T20/1,Температура конденсата,,7-ПАЗ.2,AI103,1,4,,,,,,,,,,,,,,,
TZT_12T20_2,PAZ_7,TZT-12T20/2,Температура конденсата,,7-ПАЗ.2,AI103,2,4,,,,,,,,,,,,,,,
TZT_12T21_1,PAZ_7,TZT-12T21/1,Температура солевого концентрата,,7-ПАЗ.2,AI103,3,4,,,,,,,,,,,,,,,
TZT_12T21_2,PAZ_7,TZT-12T21/2,Температура солевого концентрата,,7-ПАЗ.2,AI103,4,4,,,,,,,,,,,,,,,
TZT_12T22_1,PAZ_7,TZT-12T22/1,Температура греющего пара,,7-ПАЗ.2,AI103,5,4,,,,,,,,,,,,,,,
TZT_12T22_2,PAZ_7,TZT-12T22/2,Температура греющего пара,,7-ПАЗ.2,AI103,6,4,,,,,,,,,,,,,,,
TZT_12T23_1,PAZ_7,TZT-12T23/1,Температура солевого концентрата,,7-ПАЗ.2,AI103,7,4,,,,,,,,,,,,,,,
TZT_12T23_2,PAZ_7,TZT-12T23/2,Температура солевого концентрата,,7-ПАЗ.2,AI103,8,4,,,,,,,,,,,,,,,
TZT_12T24_1,PAZ_7,TZT-12T24/1,Температура Воздуходувка ТК1/1,,7-ПАЗ.2,AI103,9,4,,,,,,,,,,,,,,,
TZT_12T24_2,PAZ_7,TZT-12T24/2,Температура Воздуходувка ТК1/1,,7-ПАЗ.2,AI103,10,4,,,,,,,,,,,,,,,
LZT_12L20_1,PAZ_7,LZT-12L20/1,Уровень обработанного концентрата Емкость Е30/1,,7-ПАЗ.2,AI103,11,4,,,,,,,,,,,,,,,
LZT_12L20_2,PAZ_7,LZT-12L20/2,Уровень обработанного концентрата Емкость Е30/1,,7-ПАЗ.2,AI103,12,4,,,,,,,,,,,,,,,
QZT_12Q21_1,PAZ_7,QZT-12Q21/1,pH концентрата ОММ4,,7-ПАЗ.2,AI103,13,4,,,,,,,,,,,,,,,
QZT_12Q21_2,PAZ_7,QZT-12Q21/2,pH концентрата ОММ4,,7-ПАЗ.2,AI103,14,4,,,,,,,,,,,,,,,
QZT_12Q22_1,PAZ_7,QZT-12Q22/1,Проводимость обработанного концентрата ОММ4,,7-ПАЗ.2,AI103,15,4,,,,,,,,,,,,,,,
QZT_12Q22_2,PAZ_7,QZT-12Q22/2,Проводимость обработанного концентрата ОММ4,,7-ПАЗ.2,AI103,16,4,,,,,,,,,,,,,,,
QZT_12Q23_1,PAZ_7,QZT-12Q23/1,Проводимость конденсата,,7-ПАЗ.2,AI104,1,4,,,,,,,,,,,,,,,
QZT_12Q23_2,PAZ_7,QZT-12Q23/2,Проводимость конденсата,,7-ПАЗ.2,AI104,2,4,,,,,,,,,,,,,,,
QZT_13Q21_1,PAZ_7,QZT13Q21/1,pH усредненных стоков Емкость Есм2/2,,7-ПАЗ.2,AI104,3,4,,,,,,,,,,,,,,,
QZT_13Q21_2,PAZ_7,QZT13Q21/2,pH усредненных стоков Емкость Есм2/2,,7-ПАЗ.2,AI104,4,4,,,,,,,,,,,,,,,
QZT_12Q20_1,PAZ_7,QZT-12Q20/1,Загазованность по концентрации углеводородов Воздух в рабочей зоне,,7-ПАЗ.2,AI104,5,4,,,,,,,,,,,,,,,
QZT_12Q20_2,PAZ_7,QZT-12Q20/2,Загазованность по концентрации углеводородов Воздух в рабочей зоне,,7-ПАЗ.2,AI104,6,4,,,,,,,,,,,,,,,
LZS_13L7_1,PAZ_7,LZS-13L7/1,Уровень в межстеночном пространстве Емкость Есм2/1,,7-ПАЗ.2,AI104,7,4,,,,,,,,,,,,,,,
LZS_13L7_2,PAZ_7,LZS-13L7/2,Уровень в межстеночном пространстве Емкость Есм2/1,,7-ПАЗ.2,AI104,8,4,,,,,,,,,,,,,,,
LZS_13L9_1,PAZ_7,LZS-13L9/1,"Уровень в межстеночном пространстве Емкость Есм2/2,3",,7-ПАЗ.2,AI104,9,4,,,,,,,,,,,,,,,
LZS_13L9_2,PAZ_7,LZS-13L9/2,"Уровень в межстеночном пространстве Емкость Есм2/2,3",,7-ПАЗ.2,AI104,10,4,,,,,,,,,,,,,,,
LZS_13L6_1,PAZ_7,LZS-13L6/1,Уровень в межстеночном пространстве Емкость Е2/2,,7-ПАЗ.2,AI104,11,4,,,,,,,,,,,,,,,
LZS_13L6_2,PAZ_7,LZS-13L6/2,Уровень в межстеночном пространстве Емкость Е2/2,,7-ПАЗ.2,AI104,12,4,,,,,,,,,,,,,,,
LZT_13L21_1,PAZ_7,LZT-13L21/1,"Уровень 40% раствора NaOH Емкость Е2/2",,7-ПАЗ.2,AI104,13,4,,,,,,,,,,,,,,,
LZT_13L21_2,PAZ_7,LZT-13L21/2,"Уровень 40% раствора NaOH Емкость Е2/2",,7-ПАЗ.2,AI104,14,4,,,,,,,,,,,,,,,
LZS_13L23_1,PAZ_7,LZS-13L23/1,Уровень суспензии СО Емкость С02,,7-ПАЗ.2,AI104,15,4,,,,,,,,,,,,,,,
LZS_13L23_2,PAZ_7,LZS-13L23/2,Уровень суспензии СО Емкость С02,,7-ПАЗ.2,AI104,16,4,,,,,,,,,,,,,,,
PZT_13P23_1,PAZ_7,PZT-13P23/1,Давление разгерметизации Емкость СО2,,7-ПАЗ.2,AI105,1,4,,,,,,,,,,,,,,,
PZT_13P23_2,PAZ_7,PZT-13P23/2,Давление разгерметизации Емкость СО2,,7-ПАЗ.2,AI105,2,4,,,,,,,,,,,,,,,
PZT_13P20_1,PAZ_7,PZT-13P20/1,Давление в линии суспензии СО,,7-ПАЗ.2,AI105,3,4,,,,,,,,,,,,,,,
PZT_13P20_2,PAZ_7,PZT-13P20/2,Давление в линии суспензии СО,,7-ПАЗ.2,AI105,4,4,,,,,,,,,,,,,,,
LZT_14L6_1,PAZ_7,LZT-14L6/1,Уровень осветленной воды Емкость Е5/2,,7-ПАЗ.2,AI105,5,4,,,,,,,,,,,,,,,
LZT_14L6_2,PAZ_7,LZT-14L6/2,Уровень осветленной воды Емкость Е5/2,,7-ПАЗ.2,AI105,6,4,,,,,,,,,,,,,,,
PZS_14P11_1,PAZ_7,PZS-14P11/1,"Давление разгерметизации Емкость Е7/2",,7-ПАЗ.2,AI105,7,4,,,,,,,,,,,,,,,
PZS_14P11_2,PAZ_7,PZS-14P11/2,"Давление разгерметизации Емкость Е7/2",,7-ПАЗ.2,AI105,8,4,,,,,,,,,,,,,,,
PZS_14P12_1,PAZ_7,PZS-14P12/1,"Давление разгерметизации Емкость Е6/2
",,7-ПАЗ.2,AI105,9,4,,,,,,,,,,,,,,,
PZS_14P12_2,PAZ_7,PZS-14P12/2,"Давление разгерметизации Емкость Е6/2
",,7-ПАЗ.2,AI105,10,4,,,,,,,,,,,,,,,
PZS_14P18_1,PAZ_7,PZS-14P18/1,"Давление разгерметизации Емкость Е8/2
",,7-ПАЗ.2,AI105,11,4,,,,,,,,,,,,,,,
PZS_14P18_2,PAZ_7,PZS-14P18/2,"Давление разгерметизации Емкость Е8/2
",,7-ПАЗ.2,AI105,12,4,,,,,,,,,,,,,,,
LZT_14L7_1,PAZ_7,LZT-14L7/1,Уровень фильтрата ФЗ Емкость Е7/2,,7-ПАЗ.2,AI105,13,4,,,,,,,,,,,,,,,
LZT_14L7_2,PAZ_7,LZT-14L7/2,Уровень фильтрата ФЗ Емкость Е7/2,,7-ПАЗ.2,AI105,14,4,,,,,,,,,,,,,,,
LZT_14L8_1,PAZ_7,LZT-14L8/1,Уровень фильтрата ФЗ Емкость Е6/2,,7-ПАЗ.2,AI105,15,4,,,,,,,,,,,,,,,
LZT_14L8_2,PAZ_7,LZT-14L8/2,Уровень фильтрата ФЗ Емкость Е6/2,,7-ПАЗ.2,AI105,16,4,,,,,,,,,,,,,,,
PZS_14P18_1,PAZ_7,PZS-14P18/1,Давление разгерметизации Емкость Е8/2,,7-ПАЗ.2,AI106,1,4,,,,,,,,,,,,,,,
PZS_14P18_2,PAZ_7,PZS-14P18/2,Давление разгерметизации Емкость Е8/2,,7-ПАЗ.2,AI106,2,4,,,,,,,,,,,,,,,
LZT_14L9_1,PAZ_7,LZT-14L9/1,Уровень 14%раствора серной кислоты Емкость Е8/2,,7-ПАЗ.2,AI106,3,4,,,,,,,,,,,,,,,
LZT_14L9_2,PAZ_7,LZT-14L9/2,Уровень 14%раствора серной кислоты Емкость Е8/2,,7-ПАЗ.2,AI106,4,4,,,,,,,,,,,,,,,
PZT_15P15_1,PAZ_7,PZT-15P15/1,Давление в линии фильтрата ФЗ,,7-ПАЗ.2,AI106,5,4,,,,,,,,,,,,,,,
PZT_15P15_2,PAZ_7,PZT-15P15/2,Давление в линии фильтрата ФЗ,,7-ПАЗ.2,AI106,6,4,,,,,,,,,,,,,,,
PZT_15P16_1,PAZ_7,PZT-15P16/1,"Давление на линии некачественного пермеата, гидропромывка",,7-ПАЗ.2,AI106,7,4,,,,,,,,,,,,,,,
PZT_15P16_2,PAZ_7,PZT-15P16/2,"Давление на линии некачественного пермеата, гидропромывка",,7-ПАЗ.2,AI106,8,4,,,,,,,,,,,,,,,
QZT_15Q3_1,PAZ_7,QZT-15Q3/1,Электропроводность пермеата ОММ1,,7-ПАЗ.2,AI106,9,4,,,,,,,,,,,,,,,
QZT_15Q3_2,PAZ_7,QZT-15Q3/2,Электропроводность пермеата ОММ1,,7-ПАЗ.2,AI106,10,4,,,,,,,,,,,,,,,
QZT_20Q3_1,PAZ_7,QZT-20Q3/1,pH обработанного пермеата,,7-ПАЗ.2,AI106,11,4,,,,,,,,,,,,,,,
QZT_20Q3_2,PAZ_7,QZT-20Q3/2,pH обработанного пермеата,,7-ПАЗ.2,AI106,12,4,,,,,,,,,,,,,,,
PZT_20P16_1,PAZ_7,PZT-20P16/1,Давление в линии обработанного пермеата,,7-ПАЗ.2,AI106,13,4,,,,,,,,,,,,,,,
PZT_20P16_2,PAZ_7,PZT-20P16/2,Давление в линии обработанного пермеата,,7-ПАЗ.2,AI106,14,4,,,,,,,,,,,,,,,
PZT_20P17_1,PAZ_7,PZT-20P17/1,Давление в линии концентрата ОММ5,,7-ПАЗ.2,AI106,15,4,,,,,,,,,,,,,,,
PZT_20P17_2,PAZ_7,PZT-20P17/2,Давление в линии концентрата ОММ5,,7-ПАЗ.2,AI106,16,4,,,,,,,,,,,,,,,
PZT_17P20_1,PAZ_7,PZT-17P20/1,Давление в линии концентрата ОММ1,,7-ПАЗ.3,AI101,1,6,,,,,,,,,,,,,,,
PZT_17P20_2,PAZ_7,PZT-17P20/2,Давление в линии концентрата ОММ1,,7-ПАЗ.3,AI101,2,6,,,,,,,,,,,,,,,
PZT_17P21_1,PAZ_7,PZT-17P21/1,"Давление в линии некачественного пермеата, гидропромывка",,7-ПАЗ.3,AI101,3,6,,,,,,,,,,,,,,,
PZT_17P21_2,PAZ_7,PZT-17P21/2,"Давление в линии некачественного пермеата, гидропромывка",,7-ПАЗ.3,AI101,4,6,,,,,,,,,,,,,,,
QZT_17Q21_1,PAZ_7,QZT-17Q21/1,Электропроводность пермеата ОММ3,,7-ПАЗ.3,AI101,5,6,,,,,,,,,,,,,,,
QZT_17Q21_2,PAZ_7,QZT-17Q21/2,Электропроводность пермеата ОММ3,,7-ПАЗ.3,AI101,6,6,,,,,,,,,,,,,,,
QZT_17Q20_1,PAZ_7,QZT-17Q20/1,Электропроводность концентрат ОММ1,,7-ПАЗ.3,AI101,7,6,,,,,,,,,,,,,,,
QZT_17Q20_2,PAZ_7,QZT-17Q20/2,Электропроводность концентрат ОММ1,,7-ПАЗ.3,AI101,8,6,,,,,,,,,,,,,,,
PZT_18P12_1,PAZ_7,PZT-18P12/1,Давление в линии концентрата ОММ3,,7-ПАЗ.3,AI101,9,6,,,,,,,,,,,,,,,
PZT_18P12_2,PAZ_7,PZT-18P12/2,Давление в линии концентрата ОММ3,,7-ПАЗ.3,AI101,10,6,,,,,,,,,,,,,,,
PZT_18P13_1,PAZ_7,PZT-18P13/1,Давление в линии концентрата ОММ4,,7-ПАЗ.3,AI101,11,6,,,,,,,,,,,,,,,
PZT_18P13_2,PAZ_7,PZT-18P13/2,Давление в линии концентрата ОММ4,,7-ПАЗ.3,AI101,12,6,,,,,,,,,,,,,,,
QZT_18Q3_1,PAZ_7,QZT-18Q3/1,Электропроводность пермеата ОММ4,,7-ПАЗ.3,AI101,13,6,,,,,,,,,,,,,,,
QZT_18Q3_2,PAZ_7,QZT-18Q3/2,Электропроводность пермеата ОММ4,,7-ПАЗ.3,AI101,14,6,,,,,,,,,,,,,,,
LZT_18L10_1,PAZ_7,LZT-18L10/1,Уровень концентрата ОММ4 Емкость Е13/2,,7-ПАЗ.3,AI101,15,6,,,,,,,,,,,,,,,
LZT_18L10_2,PAZ_7,LZT-18L10/2,Уровень концентрата ОММ4 Емкость Е13/2,,7-ПАЗ.3,AI101,16,6,,,,,,,,,,,,,,,
LZT_18L6_1,PAZ_7,LZT-18L6/1,Уровень концентрата ОММ3 Емкость Е12/2,,7-ПАЗ.3,AI102,1,6,,,,,,,,,,,,,,,
LZT_18L6_2,PAZ_7,LZT-18L6/2,Уровень концентрата ОММ3 Емкость Е12/2,,7-ПАЗ.3,AI102,2,6,,,,,,,,,,,,,,,
QZT_19Q21_1,PAZ_7,QZT-19Q21/1,pH пермеата ОММ2,,7-ПАЗ.3,AI102,3,6,,,,,,,,,,,,,,,
QZT_19Q21_2,PAZ_7,QZT-19Q21/2,pH пермеата ОММ2,,7-ПАЗ.3,AI102,4,6,,,,,,,,,,,,,,,
TZT_19T20_1,PAZ_7,TZT-19T20/1,Температура обработанного пермеата после Т3/2,,7-ПАЗ.3,AI102,5,6,,,,,,,,,,,,,,,
TZT_19T20_2,PAZ_7,TZT-19T20/2,Температура обработанного пермеата после Т3/2,,7-ПАЗ.3,AI102,6,6,,,,,,,,,,,,,,,
LZT_19L29_1,PAZ_7,LZT-19L29/1,Максимальный уровень флотошлама Емкость ЭДФ2/1-2,,7-ПАЗ.3,AI102,7,6,,,,,,,,,,,,,,,
LZT_19L29_2,PAZ_7,LZT-19L29/2,Максимальный уровень флотошлама Емкость ЭДФ2/1-2,,7-ПАЗ.3,AI102,8,6,,,,,,,,,,,,,,,
QZT_19Q20_1,PAZ_7,QZT-19Q20/1,Датчик загазованности по концентрации водорода ЭДФ2/1-2,,7-ПАЗ.3,AI102,9,6,,,,,,,,,,,,,,,
QZT_19Q20_2,PAZ_7,QZT-19Q20/2,Датчик загазованности по концентрации водорода ЭДФ2/1-2,,7-ПАЗ.3,AI102,10,6,,,,,,,,,,,,,,,
QZT_19Q22_1,PAZ_7,QZT-19Q22/1,Датчик загазованности по концентрации хлора ЭДФ2/1-2,,7-ПАЗ.3,AI102,11,6,,,,,,,,,,,,,,,
QZT_19Q22_2,PAZ_7,QZT-19Q22/2,Датчик загазованности по концентрации хлора ЭДФ2/1-2,,7-ПАЗ.3,AI102,12,6,,,,,,,,,,,,,,,
TZT_23T20_1,PAZ_7,TZT-23T20/1,Температура конденсат,,7-ПАЗ.3,AI102,13,6,,,,,,,,,,,,,,,
TZT_23T20_2,PAZ_7,TZT-23T20/2,Температура конденсат,,7-ПАЗ.3,AI102,14,6,,,,,,,,,,,,,,,
TZT_23T21_1,PAZ_7,TZT-23T21/1,Температура солевого концентрата,,7-ПАЗ.3,AI102,15,6,,,,,,,,,,,,,,,
TZT_23T21_2,PAZ_7,TZT-23T21/2,Температура солевого концентрата,,7-ПАЗ.3,AI102,16,6,,,,,,,,,,,,,,,
TZT_23T22_1,PAZ_7,TZT-23T22/1,Температура греющего пара,,7-ПАЗ.3,AI103,1,6,,,,,,,,,,,,,,,
TZT_23T22_2,PAZ_7,TZT-23T22/2,Температура греющего пара,,7-ПАЗ.3,AI103,2,6,,,,,,,,,,,,,,,
TZT_23T23_1,PAZ_7,TZT-23T23/1,Температура солевого концентрата,,7-ПАЗ.3,AI103,3,6,,,,,,,,,,,,,,,
TZT_23T23_2,PAZ_7,TZT-23T23/2,Температура солевого концентрата,,7-ПАЗ.3,AI103,4,6,,,,,,,,,,,,,,,
TZT_23T24_1,PAZ_7,TZT-23T24/1,Температура,,7-ПАЗ.3,AI103,5,6,,,,,,,,,,,,,,,
TZT_23T24_2,PAZ_7,TZT-23T24/2,Температура,,7-ПАЗ.3,AI103,6,6,,,,,,,,,,,,,,,
LZT_23L20_1,PAZ_7,LZT-23L20/1,Уровень обработанного концентрата Емкость Е30/2,,7-ПАЗ.3,AI103,7,6,,,,,,,,,,,,,,,
LZT_23L20_2,PAZ_7,LZT-23L20/2,Уровень обработанного концентрата Емкость Е30/2,,7-ПАЗ.3,AI103,8,6,,,,,,,,,,,,,,,
QZT_23Q21_1,PAZ_7,QZT-23Q21/1,pH концентрата ОММ4,,7-ПАЗ.3,AI103,9,6,,,,,,,,,,,,,,,
QZT_23Q21_2,PAZ_7,QZT-23Q21/2,pH концентрата ОММ4,,7-ПАЗ.3,AI103,10,6,,,,,,,,,,,,,,,
QZT_23Q22_1,PAZ_7,QZT-23Q22/1,Проводимость обработанного концентрата ОММ4,,7-ПАЗ.3,AI103,11,6,,,,,,,,,,,,,,,
QZT_23Q22_2,PAZ_7,QZT-23Q22/2,Проводимость обработанного концентрата ОММ4,,7-ПАЗ.3,AI103,12,6,,,,,,,,,,,,,,,
QZT_23Q20_1,PAZ_7,QZT-23Q20/1,Загазованности по концентрации углеводородов,,7-ПАЗ.3,AI103,13,6,,,,,,,,,,,,,,,
QZT_23Q20_2,PAZ_7,QZT-23Q20/2,Загазованности по концентрации углеводородов,,7-ПАЗ.3,AI103,14,6,,,,,,,,,,,,,,,
QZT_23Q23_1,PAZ_7,QZT-23Q23/1,Проводимость конденсата,,7-ПАЗ.3,AI103,15,6,,,,,,,,,,,,,,,
QZT_23Q23_2,PAZ_7,QZT-23Q23/2,Проводимость конденсата,,7-ПАЗ.3,AI103,16,6,,,,,,,,,,,,,,,
LZT_24L20_1,PAZ_7,LZT-24L20/1,Уровень 35% раствора перекиси водорода Емкость Е34/1,,7-ПАЗ.3,AI104,1,6,,,,,,,,,,,,,,,
LZT_24L20_2,PAZ_7,LZT-24L20/2,Уровень 35% раствора перекиси водорода Емкость Е34/1,,7-ПАЗ.3,AI104,2,6,,,,,,,,,,,,,,,
LZT_24L21_1,PAZ_7,LZT-24L21/1,Уровень 35% раствора перекиси водорода Емкость Е34/2,,7-ПАЗ.3,AI104,3,6,,,,,,,,,,,,,,,
LZT_24L21_2,PAZ_7,LZT-24L21/2,Уровень 35% раствора перекиси водорода Емкость Е34/2,,7-ПАЗ.3,AI104,4,6,,,,,,,,,,,,,,,
LZT_24L22_1,PAZ_7,LZT-24L22/1,Уровень 35% раствора перекиси водорода Емкость Е34/3,,7-ПАЗ.3,AI104,5,6,,,,,,,,,,,,,,,
LZT_24L22_2,PAZ_7,LZT-24L22/2,Уровень 35% раствора перекиси водорода Емкость Е34/3,,7-ПАЗ.3,AI104,6,6,,,,,,,,,,,,,,,
