id,system,equipment,name,place,product,module,channel,crate,check,property,comment,adr,sign,YMIN,YMAX,WL,WH,AL,AH,format,unit,filter,node
FT_2F3,RSU_7,FT-2F3,Расход усредненных стоков,Трубопровод 80-085-07-PC01-NN,7-ШС1.1,AI101,1,3,,,,%ID5,,,,,,,,,,,"Узел приема и усреднения жидких отходов/E0.1,2"
FT_2F4,RSU_7,FT-2F4,Расход усредненных стоков,Трубопровод 80-085-02-PC01-NN,7-ШС1.1,AI101,2,3,,,,%ID7,,,,,,,,,м³/ч,,"Узел приема и усреднения жидких отходов/E0.1,2"
LT_2L9,RSU_7,LT-2L9,Уровень усредненных стоков,Емкость Е0/1,7-ШС1.1,AI101,3,3,,,,,,,,,,,,,,,
LT_2L10,RSU_7,LT-2L10,Уровень усредненных стоков,Емкость Е0/2,7-ШС1.1,AI101,4,3,,,,,,,,,,,,,,,
TT_2T1,RSU_7,TT-2T1,Температура усредненных стоков,Трубопровод 80-085-02-PC01-NN,7-ШС1.1,AI101,5,3,,,,%ID13,,,,,,,,,°С,,"Узел приема и усреднения жидких отходов/E0.1,2"
TT_2T6,RSU_7,TT-2T6,Температура усредненных стоков,Трубопровод 80-085-07-PC01-NN,7-ШС1.1,AI101,6,3,,,,%ID15,,,,,,,,,°С,,"Узел приема и усреднения жидких отходов/E0.1,2"
LT_2L1,RSU_7,LT-2L1,Уровень в межстеночном пространстве,Емкость Е1/1,7-ШС2.1,AI101,1,6,,,,%ID89,,,,,,,,,мм,,Узел реагентной обработки и осветления методом отстаивания/Модуль 1/ E1.1
LT_2L2,RSU_7,LT-2L2,Уровень 10% раствора коагулянта FeCl3,Емкость Е1/1,7-ШС2.1,AI101,2,6,,,,%ID91,,,,,,100,1480,,мм,,Узел реагентной обработки и осветления методом отстаивания/Модуль 1/ E1.1
LT_2L6,RSU_7,LT-2L6,Уровень 40% раствора едкого натра,Емкость Е2/1,7-ШС2.1,AI101,3,6,,,,%ID93,,,,,,,,,,,Узел реагентной обработки и осветления методом отстаивания/Модуль 1/ E2.1
LT_2L7,RSU_7,LT-2L7,"Уровень 0,1% раствора флокулянта",Емкость Е3/1,7-ШС2.1,AI101,4,6,,,,%ID95,,,,,,,,,,,Узел реагентной обработки и осветления методом отстаивания/Модуль 1/ E3.1
LT_2L12,RSU_7,LT-2L12,Уровень в межстеночном пространстве,Емкость Е3/1,7-ШС2.1,AI101,5,6,,,,%ID97,,,,,,,,,,,Узел реагентной обработки и осветления методом отстаивания/Модуль 1/ E3.1
QT_2Q2_pH_A,RSU_7,QT-2Q2-A,pH усредненных стоков Канал А,Емкость Есм1/2,7-ШС2.1,AI101,6,6,,,,%ID99,,,,,,,,,,,Узел реагентной обработки и осветления методом отстаивания/Модуль 1/Есм1.2
TT_2T8,RSU_7,TT-2T8,Температура усредненных стоков,Трубопровод,7-ШС2.1,AI101,7,6,,,,%ID101,,,,,,,,,,,Узел реагентной обработки и осветления методом отстаивания/Модуль 1/ Т1.1
V_2vre13_position,RSU_7,2врэ13,Вентиль регулирующий с электроприводом на линии воды горячей прямой,Трубопровод 80-059-01-СС02-HN,7-ШС2.1,AI101,8,6,,,,%ID103,,,,,,,,,,,Узел реагентной обработки и осветления методом отстаивания/Модуль 1/ Т1.1
QT_2Q2_pH_B,RSU_7,QT-2Q2-B,pH усредненных стоков Канал B,Емкость Есм1/2,7-ШС2.1,AI101,9,6,,,,,,,,,,,,,,,Узел реагентной обработки и осветления методом отстаивания/Модуль 1/Есм1.2
LT_2L9,RSU_7,LT-2L9,Уровень усредненных стоков,Емкость Е0/1,7-ШС2.1,AI101,10,6,,,,,,,,,,,,,,,
LS_2L10,RSU_7,LS-2L10,Уровень усредненных стоков,Емкость Е0/2,7-ШС2.1,AI101,11,6,,,,,,,,,,,,,,,
ND1_1_current_freq,RSU_7,НД1/1,Текущая частота,Частотный преобразователь насоса НД1/1,7-ШС2.1,AI101,12,6,,,,,,,,,,,,,,,
ND1_2_current_freq,RSU_7,НД1/2,Текущая частота,Частотный преобразователь насоса НД1/2,7-ШС2.1,AI101,13,6,,,,,,,,,,,,,,,
ND3_3_current_freq,RSU_7,НД3/3,Текущая частота,Частотный преобразователь насоса НД3/3,7-ШС2.1,AI101,14,6,,,,,,,,,,,,,,,
FT_3F1,RSU_7,FT-3F1,Расход воздуха,Трубопровод 150-093-01-СС02-NN,7-ШС3.1,AI101,1,11,,,,%ID247,,,,,,,,,,,Узел фильтров с зернистой загрузкой ФЗ 1.1-6/Е5.1
LT_3L1,RSU_7,LT-3L1,Уровень осветленной воды,Емкость Е5/1,7-ШС3.1,AI101,2,11,,,,%ID249,,,,,,,,,,,Узел фильтров с зернистой загрузкой ФЗ 1.1-6/Е5.1
PDT_3P16,RSU_7,PDT-3P16,Перепад давления в линии осветленной воды,Трубопровод,7-ШС3.1,AI101,3,11,,,,%ID251,,,,,,,,,,,
LT_3L2,RSU_7,LT-3L2,Уровень фильтрата ФЗ,Емкость Е7/1,7-ШС3.1,AI101,4,11,,,,%ID253,,,,,,,,,,,Узел фильтров с зернистой загрузкой ФЗ 1.1-6/Е5.1
LT_3L3,RSU_7,LT-3L3,Уровень фильтрата ФЗ,Емкость Е6/1,7-ШС3.1,AI101,5,11,,,,%ID255,,,,,,,,,,,Узел фильтров с зернистой загрузкой ФЗ 1.1-6/Е5.1
LT_3L4,RSU_7,LT-3L4,Уровень 14%раствора серной кислоты,Емкость Е8/1,7-ШС3.1,AI101,6,11,,,,%ID257,,,,,,,,,,,Узел фильтров с зернистой загрузкой ФЗ 1.1-6/Е8.1
FT_3F7,RSU_7,FT-3F7,Расход воздуха,Трубопровод 80-009-01-PC01-NN,7-ШС3.1,AI101,7,11,,,,%ID259,,,,,,,,,,,Узел фильтров с зернистой загрузкой ФЗ 1.1-6/Е6.1
FT_3F8,RSU_7,FT-3F8,Расход фильтрата ФЗ,Трубопровод 100-009-06-PC01-NN,7-ШС3.1,AI101,8,11,,,,%ID261,,,,,,,,,,,Узел фильтров с зернистой загрузкой ФЗ 1.1-6/Е7.1
FT_3F9,RSU_7,FT-3F9,Расход фильтрата ФЗ,Трубопровод 100-098-06-PC02-NN,7-ШС3.1,AI101,9,11,,,,%ID263,,,,,,,,,,,Узел фильтров с зернистой загрузкой ФЗ 1.1-6/Е6.1
QT_3Q1_pH,RSU_7,QT-3Q1,pH на линии фильтрата ФЗ,Трубопровод 80-009-02-PC01-NN,7-ШС3.1,AI101,10,11,,,,%ID265,,,,,,,,,,,Узел фильтров с зернистой загрузкой ФЗ 1.1-6/Е6.1
FT_5F1,RSU_7,FT-5F1,Расход пермеата ОММ2,Трубопровод,7-ШС5.1,AI101,1,19,,,,%ID537,,,,,,,,,,,Узел ОММ 2.1
FT_5F2,RSU_7,FT-5F2,Расход концентрата ОММ2 в Е6/1,Трубопровод,7-ШС5.1,AI101,2,19,,,,%ID539,,,,,,,,,,,Узел ОММ 2.1
LT_5L1,RSU_7,LT-5L1,Уровень пермеата ОММ1,Емкость Е10/1,7-ШС5.1,AI101,3,19,,,,%ID541,,,,,,,,,,,Узел ОММ 2.1/Е10.1
LT_5L3_min,RSU_7,LT-5L3,Минимальный уровень моющего раствора ОММ2,Емкость Ем2/1,7-ШС5.1,AI101,4,19,,,,%ID543,,,,,,,,,,,Узел ОММ 2.1/Ем2.1
TT_5T1,RSU_7,TT-5T1,Температура на линии пермеата ОММ1,Трубопровод 80-010-03-PC01-NN,7-ШС5.1,AI101,5,19,,,,%ID545,,,,,,,,,,,Узел ОММ 2.1
TT_5T2,RSU_7,TT-5T2,Температура моющего раствора ОММ2,Трубопровод 80-062-03-PC01-NN,7-ШС5.1,AI101,6,19,,,,%ID547,,,,,,,,,,,Узел ОММ 2.1/Нм2.1
QT_5Q1_electrical_conductivity,RSU_7,QT-5Q1,Электропроводность пермеата ОММ2,Трубопровод,7-ШС5.1,AI101,7,19,,,,%ID549,,,,,,,,,,,Узел ОММ 2.1
PT_5P4,RSU_7,PT-5P4,Давление в линии пермеата ОММ1,Трубопровод 80-010-03-PC01-NN,7-ШС5.1,AI101,8,19,,,,%ID551,,,,,,,,,,,Узел ОММ 2.1
PT_5P5,RSU_7,PT-5P5,"Давление в линии некачественного пермиата, гидропромывка",Трубопровод,7-ШС5.1,AI101,9,19,,,,%ID553,,,,,,,,,,,Узел ОММ 2.1
PT_5P6,RSU_7,PT-5P6,Давление пермеата ОММ2,Трубопровод,7-ШС5.1,AI101,10,19,,,,%ID555,,,,,,,,,,,Узел ОММ 2.1/A1
PT_5P10,RSU_7,PT-5P10,Давление в линии моющего раствора ОММ2,Трубопровод 80-062-02-PC01-NN,7-ШС5.1,AI101,11,19,,,,%ID557,,,,,,,,,,,"Узел ОММ 2.1/ФМЗ3.1,2"
PT_5P11,RSU_7,PT-5P11,Давление в линии моющего раствора ОММ2,Трубопровод 80-062-03-PC01-NN,7-ШС5.1,AI101,12,19,,,,%ID559,,,,,,,,,,,"Узел ОММ 2.1/ФМЗ3.1,2"
QT_15Q1_electrical_conductivity,RSU_7,QT-15Q1,Электропроводность фильтрата ФЗ,Трубопровод 100-009-17-PC01-NN,7-ШС15.1,AI101,1,14,,,,%ID293,,,,,,,,,,,Узел ОММ 1.2
FT_15F1,RSU_7,FT-15F1,Расход фильтрата ФЗ,Трубопровод 100-009-17-PC01-NN,7-ШС15.1,AI101,2,14,,,,%ID295,,,,,,,,,,,Узел ОММ 1.2
QT_15Q2_electrical_conductivity,RSU_7,QT-15Q2,Электропроводность пермеата ОММ1,Трубопровод,7-ШС15.1,AI101,3,14,,,,%ID297,,,,,,,,,,,Узел ОММ 1.2
FT_15F2,RSU_7,FT-15F2,Расход пермеата ОММ1,Трубопровод,7-ШС15.1,AI101,4,14,,,,%ID299,,,,,,,,,,,Узел ОММ 1.2
FT_15F3,RSU_7,FT-15F3,Расход концентрата ОММ1,Трубопровод 50-011-04-SF01-NN,7-ШС15.1,AI101,5,14,,,,%ID301,,,,,,,,,,,Узел ОММ 1.2
LT_15L4,RSU_7,LT-15L4,Уровень моющего раствора ОММ1,Емкость Ем1/2,7-ШС15.1,AI101,6,14,,,,%ID303,,,,,,,,,,,Узел ОММ 1.2/Ем1.2
PT_15P13,RSU_7,PT-15P13,Давление в линии моющего раствора ОММ1,Трубопровод 80-061-06-PC01-NN,7-ШС15.1,AI101,7,14,,,,%ID305,,,,,,,,,,,"Узел ОММ 1.2/ФМ2.3,4"
PT_15P17,RSU_7,PT-15P17,Давление в линии моющего раствора ОММ1,Трубопровод 80-061-07-PC01-NN,7-ШС15.1,AI101,8,14,,,,%ID307,,,,,,,,,,,"Узел ОММ 1.2/ФМ2.3,4"
PT_15P14,RSU_7,PT-15P14,Давление в линии фильтрата ФЗ,Трубопровод 100-009-14-PC01-NN,7-ШС15.1,AI101,9,14,,,,%ID309,,,,,,,,,,,"Узел ОММ 1.2/ФМ1.4,5,6"
PT_15P18,RSU_7,PT-15P18,Давление в линии фильтрата ФЗ,Трубопровод 100-009-17-PC01-NN,7-ШС15.1,AI101,10,14,,,,%ID311,,,,,,,,,,,"Узел ОММ 1.2/ФМ1.4,5,6"
TT_15T1,RSU_7,TT-15T1,Температура на линии фильтрата ФЗ,Трубопровод 100-009-17-PC01-NN,7-ШС15.1,AI101,11,14,,,,%ID313,,,,,,,,,,,Узел ОММ 1.2
PT_15P9,RSU_7,PT-15P9,Давление пермеата ОММ1,Трубопровод,7-ШС15.1,AI101,12,14,,,,%ID315,,,,,,,,,,,Узел ОММ 1.2
LT_15L1,RSU_7,LT-15L1,Уровень раствора,Емкость Е9/2,7-ШС15.1,AI101,13,14,,,LT на схеме указан как давление. Лист 22,%ID317,,,,,,,,,,,Узел ОММ 1.2/Е9.2
PT_15P8,RSU_7,PT-15P8,Давление в линии моющего пермеата ОММ1,Трубопровод,7-ШС15.1,AI101,14,14,,,,,,,,,,,,,,,
TT_15T2,RSU_7,TT-15T2,Температура моющего раствора ОММ1,Трубопровод 80-061-07-PC01-NN,7-ШС15.1,AI101,15,14,,,,,,,,,,,,,,,
PT-15P3,RSU_7,PT-15P3,Давление на линии фильтрата ФЗ,Трубопровод 100-009-17-PC01-NN,7-ШС15.1,AI101,16,14,,,,,,,,,,,,,,,"Узел ОММ 1.2/ФМ1.4,5,6"
PT-15P7,RSU_7,PT-15P7,Давление на линии фильтрата ФЗ,Трубопровод 100-009-20-SF01-NN,7-ШС15.1,AI201,1,14,,,,,,,,,,,,,,,"Узел ОММ 1.2/ФМ1.4,5,6"
FT_4F1,RSU_7,FT-4F1,Расход фильтрата ФЗ,Трубопровод 100-009-07-PC01-NN,7-ШС4.1,AI101,1,8,,,,%ID131,,,,,,,,,,,Узел ОММ 1.1
FT_4F2,RSU_7,FT-4F2,Расход пермеата ОММ1,Трубопровод,7-ШС4.1,AI101,2,8,,,,%ID133,,,,,,,,,,,Узел ОММ 1.1
FT_4F3,RSU_7,FT-4F3,Расход концентрата ОММ1,Трубопровод 50-011-01-SF01-NN,7-ШС4.1,AI101,3,8,,,,%ID135,,,,,,,,,,,Узел ОММ 1.1
PT_4P3,RSU_7,PT-4P3,Давление на линии фильтрата ФЗ,Трубопровод 100-009-07-PC01-NN,7-ШС4.1,AI101,4,8,,,,%ID137,,,,,,,,,,,Узел ОММ 1.1
PT_4P7,RSU_7,PT-4P7,Давление на линии фильтрата ФЗ,Трубопровод 100-009-10-SF01-NN,7-ШС4.1,AI101,5,8,,,,%ID139,,,,,,,,,,,Узел ОММ 1.1
PT_4P8,RSU_7,PT-4P8,Давление в линии моющего пермеата ОММ1,Трубопровод,7-ШС4.1,AI101,6,8,,,,%ID141,,,,,,,,,,,Узел ОММ 1.1
PT_4P9,RSU_7,PT-4P9,Давление пермеата ОММ1,Трубопровод,7-ШС4.1,AI101,7,8,,,,%ID143,,,,,,,,,,,Узел ОММ 1.1
QT_4Q1_electrical_conductivity,RSU_7,QT-4Q1,Электропроводность фильтрата ФЗ,Трубопровод 100-009-07-PC01-NN,7-ШС4.1,AI101,8,8,,,,%ID145,,,,,,,,,,,Узел ОММ 1.1
QT_4Q2_electrical_conductivity,RSU_7,QT-4Q2,Электропроводность пермеата ОММ1,Трубопровод,7-ШС4.1,AI101,9,8,,,,%ID147,,,,,,,,,,,Узел ОММ 1.1
TT_4T1,RSU_7,TT-4Т1,Температура на линии фильтрата ФЗ,Трубопровод 100-009-07-PC01-NN,7-ШС4.1,AI101,10,8,,,,%ID149,,,,,,,,,,,Узел ОММ 1.1
LT_4L4_min,RSU_7,LT-4L4,Уровень моющего раствора ОММ1,Емкость Ем1/1,7-ШС4.1,AI101,11,8,,,,%ID151,,,,,,,,,,,Узел ОММ 1.1
PT_4P13,RSU_7,PT-4P13,Давление в линии моющего раствора ОММ1,Трубопровод 80-061-02-PC01-NN,7-ШС4.1,AI101,12,8,,,,%ID153,,,,,,,,,,,Узел ОММ 1.1
PT_4P17,RSU_7,PT-4P17,Давление в линии моющего раствора ОММ1,Трубопровод 80-061-03-PC01-NN,7-ШС4.1,AI101,13,8,,,,%ID155,,,,,,,,,,,Узел ОММ 1.1
TT_4T2,RSU_7,TT-4T2,Температура моющего раствора ОММ1,Трубопровод 80-061-03-PC01-NN,7-ШС4.1,AI101,14,8,,,,%ID157,,,,,,,,,,,Узел ОММ 1.1
PT_4P14,RSU_7,PT-4P14,Давление в линии фильтрата ФЗ,Трубопровод 100-009-04-PC01-НН,7-ШС4.1,AI101,15,8,,,,%ID159,,,,,,,,,,,"Узел ОММ 1.1/ФМ1.1,2,3"
PT_4P18,RSU_7,PT-4P18,Давление в линии фильтрата ФЗ,Трубопровод 100-009-07-PC01-NN,7-ШС4.1,AI101,16,8,,,,%ID161,,,,,,,,,,,"Узел ОММ 1.1/ФМ1.1,2,3"
LT_4L1_min,RSU_7,LT-4L1,Уровень раствора,Емкость Е9/1,7-ШС4.1,AI102,1,8,,,,%ID164,,,,,,,,,,,Узел ОММ 1.1/Е9.1
FT_6F1,RSU_7,FT-6F1,Расход пермеата ОММ3,Трубопровод,7-ШС6.1,AI101,1,10,,,,%ID206,,,,,,,,,,,Узел ОММ 3.1
FT_6F2,RSU_7,FT-6F2,Расход концентрата ОММ3,Трубопровод,7-ШС6.1,AI101,2,10,,,,%ID208,,,,,,,,,,,Узел ОММ 3.1
LT_6L1,RSU_7,LT-6L1,Расход пермеата ОММ3,Трубопровод,7-ШС6.1,AI101,3,10,,,,%ID210,,,,,,,,,,,Узел ОММ 3.1/E11.1
LT_6L3_min,RSU_7,LT-6L3,Уровень моющего раствора ОММ3,Емкость Ем3/1,7-ШС6.1,AI101,4,10,,,,%ID212,,,,,,,,,,,Узел ОММ 3.1/Ем3.1
TT_6T1,RSU_7,TT-6T1,Температура концентрата ОММ1,Трубопровод,7-ШС6.1,AI101,5,10,,,,%ID214,,,,,,,,,,,Узел ОММ 3.1
TT_6T2,RSU_7,TT-6T2,Температура моющего раствора ОММ3,Трубопровод 65-064-03-PC01-NN,7-ШС6.1,AI101,6,10,,,,%ID216,,,,,,,,,,,Узел ОММ 3.1
QT_6Q1_electrical_conductivity,RSU_7,QT-6Q1,Электропроводность пермеата ОММ3,Трубопровод,7-ШС6.1,AI101,7,10,,,,%ID218,,,,,,,,,,,Узел ОММ 3.1
QT_6Q2_electrical_conductivity,RSU_7,QT-6Q2,Электропроводность концентрат ОММ1,Трубопровод 40-011-01-SF01-NN,7-ШС6.1,AI101,8,10,,,,%ID220,,,,,,,,,,,Узел ОММ 3.1
QT_6Q3_electrical_conductivity,RSU_7,QT-6Q3,Электропроводность концентрата ОММ3,Трубопровод 40-033-01-SG01-NN,7-ШС6.1,AI101,9,10,,,,%ID222,,,,,,,,,,,Узел ОММ 3.1
PT_6P4,RSU_7,PT-6P4,Давление пермеата ОММ3,Трубопровод,7-ШС6.1,AI101,10,10,,,,%ID224,,,,,,,,,,,Узел ОММ 3.1
PT_6P6,RSU_7,PT-6P6,Давление концентрата ОММ3,Трубопровод,7-ШС6.1,AI101,11,10,,,,%ID226,,,,,,,,,,,Узел ОММ 3.1
PT_6P10,RSU_7,PT-6P10,Давление моющего раствора ОММ3,Трубопровод 65-064-02-PC01-NN,7-ШС6.1,AI101,12,10,,,,%ID228,,,,,,,,,,,Узел ОММ 3.1
PT_6P11,RSU_7,PT-6P11,Давление моющего раствора ОММ3,Трубопровод 65-064-03-PC01-NN,7-ШС6.1,AI101,13,10,,,,%ID230,,,,,,,,,,,Узел ОММ 3.1
PT_6P12,RSU_7,PT-6P12,Давление концентрата ОММ1,Трубопровод 65-011-03-SG01-NN,7-ШС6.1,AI101,14,10,,,,%ID232,,,,,,,,,,,Узел ОММ 3.1
LT_7L3_min,RSU_7,LT-7L3,Уровень моющего раствора ОММ4,Емкость Ем4/1,7-ШС7.1,AI101,1,23,,,,%ID729,,,,,,,,,,,Узел ОММ 4.1/Ем4.1
PT_7P14,RSU_7,PT-7P14,Давление моющего раствора ОММ4,Трубопровод 65-065-02-PC01-NN,7-ШС7.1,AI101,2,23,,,,%ID731,,,,,,,,,,,Узел ОММ 4.1
PT_7P15,RSU_7,PT-7P15,Давление моющего раствора ОММ4,Трубопровод,7-ШС7.1,AI101,3,23,,,,%ID733,,,,,,,,,,,Узел ОММ 4.1
TT_7T2,RSU_7,TT-7T2,Температура моющего раствора ОММ4,Трубопровод,7-ШС7.1,AI101,4,23,,,,%ID735,,,,,,,,,,,Узел ОММ 4.1
LT_7L1,RSU_7,LT-7L1,Уровень концентрата ОММ3,Емкость Е12/1,7-ШС7.1,AI101,5,23,,,,%ID737,,,,,,,,,,,Узел ОММ 4.1/Е12.1
TT_7T1,RSU_7,TT-7T1,Температура концентрата ОММ3,Трубопровод 50-033-03-SG01-NN,7-ШС7.1,AI101,6,23,,,,%ID739,,,,,,,,,,,Узел ОММ 4.1
PT_7P17,RSU_7,PT-7P17,Давление пермеата ОММ3,Трубопровод 50-033-03-SG01-NN,7-ШС7.1,AI101,7,23,,,,%ID741,,,,,,,,,,,Узел ОММ 4.1
PT_7P6,RSU_7,PT-7P6,Давление пермеата ОММ4,Трубопровод,7-ШС7.1,AI101,8,23,,,,%ID743,,,,,,,,,,,Узел ОММ 4.1
PT_7P10,RSU_7,PT-7P10,Давление концентрата ОММ4,Трубопровод,7-ШС7.1,AI101,9,23,,,,%ID745,,,,,,,,,,,Узел ОММ 4.1
LT_7L5,RSU_7,LT-7L5,Уровень концентрата ОММ4,Емкость Е13/1,7-ШС7.1,AI101,10,23,,,,%ID747,,,,,,,,,,,Узел ОММ 4.1/13.1
QT_7Q1_electrical_conductivity,RSU_7,QT-7Q1,Электропроводность пермеата ОММ4,Трубопровод,7-ШС7.1,AI101,11,23,,,,%ID749,,,,,,,,,,,Узел ОММ 4.1
FT_7F1,RSU_7,FT-7F1,Расход пермеата ОММ4,Трубопровод,7-ШС7.1,AI101,12,23,,,,%ID751,,,,,,,,,,,Узел ОММ 4.1
QT_7Q2_electrical_conductivity,RSU_7,QT-7Q2,Электропроводность концентрата ОММ4,Трубопровод 32-035-01-SF01-NN,7-ШС7.1,AI101,13,23,,,,%ID753,,,,,,,,,,,Узел ОММ 4.1
FT_7F2,RSU_7,FT-7F2,Расход концентрата ОММ4,Трубопровод,7-ШС7.1,AI101,14,23,,,,%ID755,,,,,,,,,,,Узел ОММ 4.1
LT_8L1,RSU_7,LT-8L1,Уровень пермеата ОММ2,Емкость Е15/1,7-ШС8.1,AI101,1,21,,,,%ID653,,,,,,,,,,,Узел окисления по методу Фентона. Узел электрофлотодеструкции/модуль 1/Е15.1
LT_8L2,RSU_7,LT-8L2,Уровень обработанного пермеата,Емкость Е16/1,7-ШС8.1,AI101,2,21,,,,%ID655,,,,,,,,,,,Узел окисления по методу Фентона. Узел электрофлотодеструкции/модуль 1/Е25.1
LT_8L3,RSU_7,LT-8L3,Уровень обработанного пермеата,Емкость Е20/1,7-ШС8.1,AI101,3,21,,,,%ID657,,,,,,,,,,,Узел окисления по методу Фентона. Узел электрофлотодеструкции/модуль 1/T20.1
LT_8L5,RSU_7,LT-8L5,Уровень14% раствора серной кислоты,Емкость Е17/1,7-ШС8.1,AI101,4,21,,,,%ID659,,,,,,,,,,,Узел окисления по методу Фентона. Узел электрофлотодеструкции/модуль 1/Е17.1
LT_8L7,RSU_7,LT-8L7,Уровень 5% раствора FeSO4,Емкость Е18/1,7-ШС8.1,AI101,5,21,,,,%ID661,,,,,,,,,,,Узел окисления по методу Фентона. Узел электрофлотодеструкции/модуль 1/Е18.1
LT_8L9,RSU_7,LT-8L9,Уровень 5% раствора FeSO4,Емкость Е18/2,7-ШС8.1,AI101,6,21,,,,%ID663,,,,,,,,,,,Узел окисления по методу Фентона. Узел электрофлотодеструкции/модуль 1/Е18.2
LT_8L11,RSU_7,LT-8L11,Уровень 35% раствора перекиси водорода,Емкость Е19/1,7-ШС8.1,AI101,7,21,,,,%ID665,,,,,,,,,,,Узел окисления по методу Фентона. Узел электрофлотодеструкции/модуль 1/Е19.1
TT_8T9,RSU_7,TT-8T9,Температура обработанного пермеата,Трубопровод,7-ШС8.1,AI101,8,21,,,,%ID667,,,,,,,,,,,Узел окисления по методу Фентона. Узел электрофлотодеструкции/модуль 1/Е20.1
TT_8T10,RSU_7,TT-8T10,Температура обработанного пермеата,Трубопровод 80-090-01-РС04-HN,7-ШС8.1,AI101,9,21,,,,%ID669,,,,,,,,,,,Узел окисления по методу Фентона. Узел электрофлотодеструкции/модуль 1/Т3.1
QT_8Q1_pH,RSU_7,QT-8Q1,pH пермеата ОММ2,Трубопровод 80-019-05-PC02-NN,7-ШС8.1,AI101,10,21,,,,%ID671,,,,,,,,,,,Узел окисления по методу Фентона. Узел электрофлотодеструкции/модуль 1/T3.1
QT_8Q2_hpk,RSU_7,QT-8Q2,ХПК,Емкость Е15/1,7-ШС8.1,AI101,11,21,,,,%ID673,,,,,,,,,,,Узел окисления по методу Фентона. Узел электрофлотодеструкции/модуль 1/Е15.1
VAK1_1_input_voltage,RSU_7,IU-BAK1/1,Напряжение на выходе,BAK1/1,7-ШС8.1,AI101,12,21,,,,%ID675,,,,,,,,,,,Узел окисления по методу Фентона. Узел электрофлотодеструкции/модуль 1/Выпрямительный агрегат/VAK1.1
VAK1_1_output_amperage,RSU_7,IA-BAK1/1,Ток на выходе,BAK1/1,7-ШС8.1,AI101,13,21,,,,%ID677,,,,,,,,,,,Узел окисления по методу Фентона. Узел электрофлотодеструкции/модуль 1/Выпрямительный агрегат/VAK1.1
VAK1_2_input_voltage,RSU_7,IU-BAK1/2,Напряжение на выходе,BAK1/2,7-ШС8.1,AI101,14,21,,,,%ID679,,,,,,,,,,,Узел окисления по методу Фентона. Узел электрофлотодеструкции/модуль 1/Выпрямительный агрегат/VAK1.2
VAK1_2_output_amperage,RSU_7,IA-BAK1/2,Ток на выходе,BAK1/2,7-ШС8.1,AI101,15,21,,,,%ID681,,,,,,,,,,,Узел окисления по методу Фентона. Узел электрофлотодеструкции/модуль 1/Выпрямительный агрегат/VAK1.2
V_8kre1_positionition,RSU_7,8крэ1,Кран регулирующий с электроприводом на линии воды горячей прямой,Трубопровод 80-019-05-PC02-NN,7-ШС8.1,AI101,16,21,,,,%ID683,,,,,,,,,,,Узел окисления по методу Фентона. Узел электрофлотодеструкции/модуль 1/Т3.1
FT_8F1,RSU_7,FT-8F1,Расход обработанного пермеата,Трубопровод,7-ШС8.1,AI102,1,21,,,,%ID686,,,,,,,,,,,Узел окисления по методу Фентона. Узел электрофлотодеструкции/модуль 1/E20.1
FT_8F4,RSU_7,FT-8F4,Расход пермеата ОММ2,Трубопровод 80-019-04-PC01-NN,7-ШС8.1,AI102,2,21,,,,%ID688,,,,,,,,,,,Узел окисления по методу Фентона. Узел электрофлотодеструкции/модуль 1
PT_8P20,RSU_7,PT-8P20,Давление в линии фотошлама,Трубопровод,7-ШС8.1,AI102,3,21,,,,%ID690,,,,,,,,,,,Узел окисления по методу Фентона. Узел электрофлотодеструкции/модуль 1
FT_9F2,RSU_7,FT-9F2,Расход концентрата ОММ5,Трубопровод,7-ШС9.1,AI101,1,24,,,,%ID771,,,,,,,,,,,Узел ОММ5.1
FT_9F1,RSU_7,FT-9F1," Расход пермеата ОММ5",Трубопровод,7-ШС9.1,AI101,2,24,,,,%ID773,,,,,,,,,,,Узел ОММ5.2
QT_9Q1_pH,RSU_7,QT-9Q1,pH обработанного пермеата,Трубопровод 100-090-08-PC01-NN,7-ШС9.1,AI101,3,24,,,,%ID775,,,,,,,,,,,Узел ОММ5.10
PT_9P3,RSU_7,PT-9P3,Давление в линии обработанного пермеата,Трубопровод 100-090-08-PC01-NN,7-ШС9.1,AI101,4,24,,,,%ID777,,,,,,,,,,,Узел ОММ5.11
PT_9P7,RSU_7,PT-9P7,Давление в линии обработанного пермеата,Трубопровод 80-090-09-SC01-NN,7-ШС9.1,AI101,5,24,,,,%ID779,,,,,,,,,,,Узел ОММ5.12
PT_9P8,RSU_7,PT-9P8,Давление в линии концентрата ОММ5,Трубопровод 50-033-03-SG01-NN,7-ШС9.1,AI101,6,24,,,,%ID781,,,,,,,,,,,Узел ОММ5.13
PT_9P9,RSU_7,PT-9P9,Давление в линии пермеата ОММ5,Трубопровод,7-ШС9.1,AI101,7,24,,,,%ID783,,,,,,,,,,,Узел ОММ5.16
QT_9Q2_electrical_conductivity,RSU_7,QT-9Q2,Электропроводность пермеата ОММ5,Трубопровод,7-ШС9.1,AI101,8,24,,,,%ID785,,,,,,,,,,,Узел ОММ5.14
LS_25L3,RSU_7,LS-25L3,Уровень проливов,Приямок П11,7-ШС9.1,AI101,9,24,,,,%ID787,,,,,,,,,,,Дискретный сигнал
