id,Статус,Дата получения информации,Время получения информации,Способ получения,От  кого,Краткое  описание изменений,Чел/час,Доп. затраты (руб),Комментарий
1,Принято,,,,Рашид,"Реализовать управления клапанами 2кшэ10, 2кшэ135, 2кшэ12, 13кшэ10 способом изменения полярности",32,,"Закупка реле, изменения в принципиальных схемах, перемонтаж"
