Кабель,Проводник,Проектная позиция Откуда,Клеммный ряд Откуда,Клемма Откуда,Подключено,Проверено,Проектная позиция Куда,Клеммный ряд Куда,Клемма Куда,Подключено,Проверено,Комментарий
,XA_Н5/1 (-),7-ШС3.2,27X3,8,Да,Да,7-ШС3.1,XT2,5,Да,Да,
,HS_Н6/1 (+),7-ШС3.2,28X3,1,Да,Да,7-ШС3.1,XT2,7,Да,Да,
,HS_Н6/1 (-),7-ШС3.2,28X3,2,Да,Да,7-ШС3.1,XT2,8,Да,Да,
,XL_Н6/1 (+),7-ШС3.2,28X3,5,Да,Да,7-ШС3.1,XT2,9,Да,Да,
,XL_Н6/1 (-),7-ШС3.2,28X3,6,Да,Да,7-ШС3.1,XT2,10,Да,Да,
,XA_Н6/1 (+),7-ШС3.2,28X3,7,Да,Да,7-ШС3.1,XT2,9,Да,Да,
,XA_Н6/1 (-),7-ШС3.2,28X3,8,Да,Да,7-ШС3.1,XT2,11,Да,Да,
C-ШС3.1-4,HS_Н7/1 (+),7-ШС3.2,29X3,1,Да,Да,7-ШС3.1,XT2,13,Да,Да,
,HS_Н7/1 (-),7-ШС3.2,29X3,2,Да,Да,7-ШС3.1,XT2,14,Да,Да,
,XL_Н7/1 (+),7-ШС3.2,29X3,5,Да,Да,7-ШС3.1,XT2,15,Да,Да,
,XL_Н7/1 (-),7-ШС3.2,29X3,6,Да,Да,7-ШС3.1,XT2,16,Да,Да,
,XA_Н7/1 (+),7-ШС3.2,29X3,7,Да,Да,7-ШС3.1,XT2,15,Да,Да,
,XA_Н7/1 (-),7-ШС3.2,29X3,8,Да,Да,7-ШС3.1,XT2,17,Да,Да,
,HS_B3/1 (+),7-ШС3.2,32X3,1,Да,Да,7-ШС3.1,XT2,19,Да,Да,
,HS_B3/1 (-),7-ШС3.2,32X3,2,Да,Да,7-ШС3.1,XT2,20,Да,Да,
,XL_B3/1 (+),7-ШС3.2,32X3,5,Да,Да,7-ШС3.1,XT2,21,Да,Да,
,XL_B3/1 (-),7-ШС3.2,32X3,6,Да,Да,7-ШС3.1,XT2,22,Да,Да,
,XA_B3/1 (+),7-ШС3.2,32X3,7,Да,Да,7-ШС3.1,XT2,21,Да,Да,
,XA_B3/1 (-),7-ШС3.2,32X3,8,Да,Да,7-ШС3.1,XT2,23,Да,Да,
C-4JB001-1,ZSO4zpe1,4JB001,XT1,5,Да,,7-ШС4.1,XT6,4,Да,,
,ZSO4zpe1(com),4JB001,XT1,6,Да,,7-ШС4.1,XT6,6,Да,,
,ZSC4zpe1,4JB001,XT1,7,Да,,7-ШС4.1,XT6,5,Да,,
,ZSC4zpe1(com),4JB001,XT1,8,Да,,7-ШС4.1,XT6,6,Да,,
,ZSO4zpe2,4JB001,XT2,5,Да,,7-ШС4.1,XT7,4,Да,,
,ZSO4zpe2(com),4JB001,XT2,6,Да,,7-ШС4.1,XT7,6,Да,,
,ZSC4zpe2,4JB001,XT2,7,Да,,7-ШС4.1,XT7,5,Да,,
,ZSC4zpe2(com),4JB001,XT2,8,Да,,7-ШС4.1,XT7,6,Да,,
,ZSO4zpe4,4JB001,XT3,5,Да,,7-ШС4.1,XT8,4,Да,,
,ZSO4zpe4(com),4JB001,XT3,6,Да,,7-ШС4.1,XT8,6,Да,,
,ZSC4zpe4,4JB001,XT3,7,Да,,7-ШС4.1,XT8,5,Да,,
,ZSC4zpe4(com),4JB001,XT3,8,Да,,7-ШС4.1,XT8,6,Да,,
,ZSO4zpe6,4JB001,XT4,5,Да,,7-ШС4.1,XT9,4,Да,,
,ZSO4zpe6(com),4JB001,XT4,6,Да,,7-ШС4.1,XT9,6,Да,,
,ZSC4zpe6,4JB001,XT4,7,Да,,7-ШС4.1,XT9,5,Да,,
,ZSC4zpe6(com),4JB001,XT4,8,Да,,7-ШС4.1,XT9,6,Да,,
C-4JB001-2,ZSO4kshe6,4JB001,XT5,5,Да,,7-ШС4.1,XT10,4,Да,,
,ZSO4kshe6(com),4JB001,XT5,6,Да,,7-ШС4.1,XT10,6,Да,,
,ZSC4kshe6,4JB001,XT5,7,Да,,7-ШС4.1,XT10,5,Да,,
,ZSC4kshe6(com),4JB001,XT5,8,Да,,7-ШС4.1,XT10,6,Да,,
,ZSC4kshe4,4JB001,XT6,6,Да,,7-ШС4.1,XT11,5,Да,,
,ZSC4kshe4(com),4JB001,XT6,4,Да,,7-ШС4.1,XT11,6,Да,,
,ZSO4kshe4,4JB001,XT6,5,Да,,7-ШС4.1,XT11,4,Да,,
,ZSC4kshe5,4JB001,XT7,6,Да,,7-ШС4.1,XT12,5,Да,,
,ZSC4kshe5(com),4JB001,XT7,4,Да,,7-ШС4.1,XT12,6,Да,,
,ZSO4kshe5,4JB001,XT7,5,Да,,7-ШС4.1,XT12,4,Да,,
C-4JB001-3,FT-4F1 (24В),4JB001,XT8,1,Да,,7-ШС4.1,XT1,3,Да,,
,FT-4F1 (0В),4JB001,XT8,2,Да,,7-ШС4.1,XT1,4,Да,,
,FT-4F2 (24В),4JB001,XT9,1,Да,,7-ШС4.1,XT1,7,Да,,
,FT-4F2 (0В),4JB001,XT9,2,Да,,7-ШС4.1,XT1,8,Да,,
,FT-4F3 (24В),4JB001,XT10,1,Да,,7-ШС4.1,XT1,11,Да,,
,FT-4F3 (0В),4JB001,XT10,2,Да,,7-ШС4.1,XT1,12,Да,,
,QT-4Q1 (24В),4JB001,XT17,1,Да,,7-ШС4.1,XT1,23,Да,,
,QT-4Q1 (0В),4JB001,XT17,2,Да,,7-ШС4.1,XT1,24,Да,,
,QT-4Q2 (24В),4JB001,XT18,1,Да,,7-ШС4.1,XT2,3,Да,,
,QT-4Q2 (0В),4JB001,XT18,2,Да,,7-ШС4.1,XT2,4,Да,,
C-4JB001-4,QT-4Q2 (+),4JB001,XT18,4,Да,,7-ШС4.1,XT2,1,Да,,
,QT-4Q2 (-),4JB001,XT18,5,Да,,7-ШС4.1,XT2,2,Да,,
,TT-4T1 (+),4JB001,XT19,1,Да,,7-ШС4.1,XT2,5,Да,,
,TT-4T1 (-),4JB001,XT19,2,Да,,7-ШС4.1,XT2,6,Да,,
,HS_H31/1 (+),4JB001,XT20,1,Да,,7-ШС4.1,XT18,3,Да,,
,HS_H31/1 (-),4JB001,XT20,2,Да,,7-ШС4.1,XT18,4,Да,,
,XL_H31/1 (+),4JB001,XT20,3,Да,,7-ШС4.1,XT18,5,Да,,
,XL_H31/1 (-),4JB001,XT20,4,Да,,7-ШС4.1,XT18,6,Да,,
,XA_H31/1 (+),4JB001,XT20,5,Да,,7-ШС4.1,XT18,5,Да,,
,XA_H31/1 (-),4JB001,XT20,6,Да,,7-ШС4.1,XT18,7,Да,,
,SIC_H31/1 (+),4JB001,XT20,7,Да,,7-ШС4.1,XT18,1,Да,,
,SIC_H31/1 (-),4JB001,XT20,8,Да,,7-ШС4.1,XT18,2,Да,,
,HS_H32/1 (+),4JB001,XT21,1,Да,,7-ШС4.1,XT19,3,Да,,
,HS_H32/1 (-),4JB001,XT21,2,Да,,7-ШС4.1,XT19,4,Да,,
,XL_H32/1 (+),4JB001,XT21,3,Да,,7-ШС4.1,XT19,5,Да,,
,XL_H32/1 (-),4JB001,XT21,4,Да,,7-ШС4.1,XT19,6,Да,,
,XA_H32/1 (+),4JB001,XT21,5,Да,,7-ШС4.1,XT19,5,Да,,
,XA_H32/1 (-),4JB001,XT21,6,Да,,7-ШС4.1,XT19,7,Да,,
,SIC_H32/1 (+),4JB001,XT21,7,Да,,7-ШС4.1,XT19,1,Да,,
,SIC_H32/1 (-),4JB001,XT21,8,Да,,7-ШС4.1,XT19,2,Да,,
C-4JB001-5,FT-4F1 (+),4JB001,XT8,3,Да,,7-ШС4.1,XT1,1,Да,,
,FT-4F1 (-),4JB001,XT8,4,Да,,7-ШС4.1,XT1,2,Да,,
,FT-4F2 (+),4JB001,XT9,3,Да,,7-ШС4.1,XT1,5,Да,,
,FT-4F2 (-),4JB001,XT9,4,Да,,7-ШС4.1,XT1,6,Да,,
,FT-4F3 (+),4JB001,XT10,3,Да,,7-ШС4.1,XT1,9,Да,,
,FT-4F3 (-),4JB001,XT10,4,Да,,7-ШС4.1,XT1,10,Да,,
,PT-4P3 (+),4JB001,XT11,1,Да,,7-ШС4.1,XT1,13,Да,,
,PT-4P3 (-),4JB001,XT11,2,Да,,7-ШС4.1,XT1,14,Да,,
,PT-4P7 (+),4JB001,XT12,1,Да,,7-ШС4.1,XT1,15,Да,,
,PT-4P7 (-),4JB001,XT12,2,Да,,7-ШС4.1,XT1,16,Да,,
,PT-4P8 (+),4JB001,XT13,1,Да,,7-ШС4.1,XT1,17,Да,,
,PT-4P8 (-),4JB001,XT13,2,Да,,7-ШС4.1,XT1,18,Да,,
,PT-4P9 (+),4JB001,XT14,1,Да,,7-ШС4.1,XT1,19,Да,,
,PT-4P9 (-),4JB001,XT14,2,Да,,7-ШС4.1,XT1,20,Да,,
,PT-4P14 (+),4JB001,XT15,1,Да,,7-ШС4.1,XT2,15,Да,,
,PT-4P14 (-),4JB001,XT15,2,Да,,7-ШС4.1,XT2,16,Да,,
,PT-4P18 (+),4JB001,XT16,1,Да,,7-ШС4.1,XT2,17,Да,,
,PT-4P18 (-),4JB001,XT16,2,Да,,7-ШС4.1,XT2,18,Да,,
,QT-4Q1 (+),4JB001,XT17,4,Да,,7-ШС4.1,XT1,21,Да,,
,QT-4Q1 (-),4JB001,XT17,5,Да,,7-ШС4.1,XT1,22,Да,,
C-4JB001-6,4zpe1 (L),4JB001,XT1,1,Да,,7-ШС4.1,XT6,1,Да,,
,HSO4zpe1 (N),4JB001,XT1,2,Да,,7-ШС4.1,XT6,2,Да,,
,HSC4zpe1 (N),4JB001,XT1,3,Да,,7-ШС4.1,XT6,3,Да,,
,4zpe1 (G),4JB001,XT1,4,Да,,7-ШС4.1,XT6,7,Да,,
C-4JB001-7,4zpe2 (L),4JB001,XT2,1,Да,,7-ШС4.1,XT7,1,Да,,
,HSO4zpe2 (N),4JB001,XT2,2,Да,,7-ШС4.1,XT7,2,Да,,
,HSC4zpe2 (N),4JB001,XT2,3,Да,,7-ШС4.1,XT7,3,Да,,
,4zpe2 (G),4JB001,XT2,4,Да,,7-ШС4.1,XT7,7,Да,,
C-4JB001-8,4zpe4 (L),4JB001,XT3,1,Да,,7-ШС4.1,XT8,1,Да,,
,HSO4zpe4 (N),4JB001,XT3,2,Да,,7-ШС4.1,XT8,2,Да,,
,HSC4zpe4 (N),4JB001,XT3,3,Да,,7-ШС4.1,XT8,3,Да,,
,4zpe4 (G),4JB001,XT3,4,Да,,7-ШС4.1,XT8,7,Да,,
C-4JB001-9,4zpe6 (L),4JB001,XT4,1,Да,,7-ШС4.1,XT9,1,Да,,
,HSO4zpe6 (N),4JB001,XT4,2,Да,,7-ШС4.1,XT9,2,Да,,
,HSC4zpe6 (N),4JB001,XT4,3,Да,,7-ШС4.1,XT9,3,Да,,
,4zpe6 (G),4JB001,XT4,4,Да,,7-ШС4.1,XT9,7,Да,,
C-4JB001-10,4kshe6 (L),4JB001,XT5,1,Да,,7-ШС4.1,XT10,1,Да,,
,HSO4kshe6 (N),4JB001,XT5,2,Да,,7-ШС4.1,XT10,2,Да,,
,HSC4kshe6 (N),4JB001,XT5,3,Да,,7-ШС4.1,XT10,3,Да,,
,4kshe6 (G),4JB001,XT5,4,Да,,7-ШС4.1,XT10,7,Да,,
C-4JB001-11,4kshe4 (N),4JB001,XT6,1,Да,,7-ШС4.1,XT11,1,Да,,
,HSO4kshe4 (L),4JB001,XT6,2,Да,,7-ШС4.1,XT11,2,Да,,
,HSC4kshe4 (L),4JB001,XT6,3,Да,,7-ШС4.1,XT11,3,Да,,
C-4JB001-12,4kshe5 (N),4JB001,XT7,1,Да,,7-ШС4.1,XT12,1,Да,,
,HSO4kshe5 (L),4JB001,XT7,2,Да,,7-ШС4.1,XT12,2,Да,,
,HSC4kshe5 (L),4JB001,XT7,3,Да,,7-ШС4.1,XT12,3,Да,,
C-4JB002-1,4kshe22(com),4JB002,XT1,5,Да,,7-ШС4.1,XT13,6,Да,,
,ZSC4kshe22,4JB002,XT1,6,Да,,7-ШС4.1,XT13,5,Да,,
,ZSO4kshe22,4JB002,XT1,7,Да,,7-ШС4.1,XT13,4,Да,,
,4kshe23(com),4JB002,XT2,5,Да,,7-ШС4.1,XT14,6,Да,,
,ZSC4kshe23,4JB002,XT2,6,Да,,7-ШС4.1,XT14,5,Да,,
,ZSO4kshe23,4JB002,XT2,7,Да,,7-ШС4.1,XT14,4,Да,,
,4kshe24(com),4JB002,XT3,5,Да,,7-ШС4.1,XT15,6,Да,,
,ZSC4kshe24,4JB002,XT3,6,Да,,7-ШС4.1,XT15,5,Да,,
,ZSO4kshe24,4JB002,XT3,7,Да,,7-ШС4.1,XT15,4,Да,,
,LT-4L4 (+),4JB002,XT4,1,Да,,7-ШС4.1,XT2,7,Да,,
,LT-4L4 (-),4JB002,XT4,2,Да,,7-ШС4.1,XT2,8,Да,,
,PT-4P13 (+),4JB002,XT5,1,Да,,7-ШС4.1,XT2,9,Да,,
,PT-4P13 (-),4JB002,XT5,2,Да,,7-ШС4.1,XT2,10,Да,,
,PT-4P17 (+),4JB002,XT6,1,Да,,7-ШС4.1,XT2,11,Да,,
,PT-4P17 (-),4JB002,XT6,2,Да,,7-ШС4.1,XT2,12,Да,,
,TT-4T2 (+),4JB002,XT7,1,Да,,7-ШС4.1,XT2,13,Да,,
,TT-4T2 (-),4JB002,XT7,2,Да,,7-ШС4.1,XT2,14,Да,,
C-4JB002-2,4kshe22 (N),4JB002,XT1,1,Да,,7-ШС4.1,XT13,1,Да,,
,HSO4kshe22 (L),4JB002,XT1,2,Да,,7-ШС4.1,XT13,2,Да,,
,HSC4kshe22 (L),4JB002,XT1,3,Да,,7-ШС4.1,XT13,3,Да,,
,4kshe22 (G),4JB002,XT1,4,Да,,7-ШС4.1,XT13,7,Да,,
C-4JB002-3,4kshe23 (N),4JB002,XT2,1,Да,,7-ШС4.1,XT14,1,Да,,
,HSO4kshe23 (L),4JB002,XT2,2,Да,,7-ШС4.1,XT14,2,Да,,
,HSC4kshe23 (L),4JB002,XT2,3,Да,,7-ШС4.1,XT14,3,Да,,
,4kshe23 (G),4JB002,XT2,4,Да,,7-ШС4.1,XT14,7,Да,,
C-4JB002-4,4kshe24 (N),4JB002,XT3,1,Да,,7-ШС4.1,XT15,1,Да,,
,HSO4kshe24 (L),4JB002,XT3,2,Да,,7-ШС4.1,XT15,2,Да,,
,HSC4kshe24 (L),4JB002,XT3,3,Да,,7-ШС4.1,XT15,3,Да,,
,4kshe24 (G),4JB002,XT3,4,Да,,7-ШС4.1,XT15,7,Да,,
C-4JB002-5,HS_HM1/1 (+),4JB002,XT8,1,Да,,7-ШС4.1,XT20,3,Да,,
,HS_HM1/1 (-),4JB002,XT8,2,Да,,7-ШС4.1,XT20,4,Да,,
,XL_HM1/1 (+),4JB002,XT8,3,Да,,7-ШС4.1,XT20,5,Да,,
,XL_HM1/1 (-),4JB002,XT8,4,Да,,7-ШС4.1,XT20,6,Да,,
,XA_HM1/1 (+),4JB002,XT8,5,Да,,7-ШС4.1,XT20,5,Да,,
,XA_HM1/1 (-),4JB002,XT8,6,Да,,7-ШС4.1,XT20,7,Да,,
,SIC_HM1/1 (+),4JB002,XT8,7,Да,,7-ШС4.1,XT20,1,Да,,
,SIC_HM1/1 (-),4JB002,XT8,8,Да,,7-ШС4.1,XT20,2,Да,,
,XS HM1/1 (NO1),4JB002,XT9,1,Да,,7-ШС4.1,XT20,8,Да,,
,XS HM1/1 (NO2),4JB002,XT9,2,Да,,7-ШС4.1,XT20,9,Да,,
C-4JB003-1,ZSO4kshe1,4JB003,XT1,5,Да,,7-ШС4.1,XT16,4,Да,,
,ZSO4kshe1(com),4JB003,XT1,6,Да,,7-ШС4.1,XT16,6,Да,,
,ZSC4kshe1,4JB003,XT1,7,Да,,7-ШС4.1,XT16,5,Да,,
,ZSC4kshe1(com),4JB003,XT1,8,Да,,7-ШС4.1,XT16,6,Да,,
,ZSO4kshe8,4JB003,XT2,5,Да,,7-ШС4.1,XT17,4,Да,,
,ZSOkshe8(com),4JB003,XT2,6,Да,,7-ШС4.1,XT17,6,Да,,
,ZSC4kshe8,4JB003,XT2,7,Да,,7-ШС4.1,XT17,5,Да,,
,ZSC4kshe8(com),4JB003,XT2,8,Да,,7-ШС4.1,XT17,6,Да,,
,HS_НД9/1 (NO),4JB003,XT3,1,Да,,7-ШС4.1,X21,3,Да,,
,HS_НД9/1 (NC),4JB003,XT3,2,Да,,7-ШС4.1,X21,4,Да,,
,HS_НД9/1 (Com),4JB003,XT3,3,Да,,7-ШС4.1,X21,5,Да,,
,SIC_НД9/1(+),4JB003,XT3,4,Да,,7-ШС4.1,X21,1,Да,,
,SIC_НД9/1(-),4JB003,XT3,5,Да,,7-ШС4.1,X21,2,Да,,
,LT-4L1 (+),4JB003,XT4,1,Да,,7-ШС4.1,XT3,1,Да,,
,LT-4L1 (-),4JB003,XT4,2,Да,,7-ШС4.1,XT3,2,Да,,
C-4JB003-2,4kshe1 (L),4JB003,XT1,1,Да,,7-ШС4.1,XT16,1,Да,,
,HSO4kshe1 (N),4JB003,XT1,2,Да,,7-ШС4.1,XT16,2,Да,,
,HSC4kshe1 (N),4JB003,XT1,3,Да,,7-ШС4.1,XT16,3,Да,,
,4kshe1 (G),4JB003,XT1,4,Да,,7-ШС4.1,XT16,7,Да,,
C-4JB003-3,4kshe8 (L),4JB003,XT2,1,Да,,7-ШС4.1,XT17,1,Да,,
,HSO4kshe8 (N),4JB003,XT2,2,Да,,7-ШС4.1,XT17,2,Да,,
,HSC4kshe8 (N),4JB003,XT2,3,Да,,7-ШС4.1,XT17,3,Да,,
,4kshe8 (G),4JB003,XT2,4,Да,,7-ШС4.1,XT17,7,Да,,
C-ШС4.1-3,HS_Eм1/1 (+),7-ШС4.2,37X3,1,Да,,7-ШС4.1,XT23,1,Да,,
,HS_Eм1/1 (-),7-ШС4.2,37X3,2,Да,,7-ШС4.1,XT23,2,Да,,
,XL_Eм1/1 (+),7-ШС4.2,37X3,5,Да,,7-ШС4.1,XT22,3,Да,,
,XL_Eм1/1 (-),7-ШС4.2,37X3,6,Да,,7-ШС4.1,XT22,4,Да,,
,XA_Eм1/1 (+),7-ШС4.2,37X3,7,Да,,7-ШС4.1,XT22,5,Да,,
,XA_Eм1/1 (-),7-ШС4.2,37X3,8,Да,,7-ШС4.1,XT22,6,Да,,
C-8JB001-2,QT-8Q2 (+),8JB001,XT3,1,Да,,7-ШС8.1,XT3,9,Да,,
,QT-8Q2 (-),8JB001,XT3,2,Да,,7-ШС8.1,XT3,10,Да,,
,LT-8L1 (+),8JB001,XT3,4,Да,,7-ШС8.1,XT2,1,Да,,
,LT-8L1 (-),8JB001,XT3,5,Да,,7-ШС8.1,XT2,2,Да,,
,8zpe14(com),8JB001,XT3,7,Да,,7-ШС8.1,XT1,3,Да,,
,HSO8zpe14,8JB001,XT3,8,Да,,7-ШС8.1,XT1,1,Да,,
,HSС8zpe14,8JB001,XT3,9,Да,,7-ШС8.1,XT1,2,Да,,
,ZS8zpe14(com),8JB001,XT3,10,Да,,7-ШС8.1,XT1,5,Да,,
,ZSC8zpe14,8JB001,XT3,11,Да,,7-ШС8.1,XT1,7,Да,,
,ZSO8zpe14,8JB001,XT3,12,Да,,7-ШС8.1,XT1,6,Да,,
,8zpe15(com),8JB001,XT3,13,Да,,7-ШС8.1,XT1,11,Да,,
,HSO8zpe15,8JB001,XT3,14,Да,,7-ШС8.1,XT1,9,Да,,
,HSС8zpe15,8JB001,XT3,15,Да,,7-ШС8.1,XT1,10,Да,,
,ZS8zpe15(com),8JB001,XT3,16,Да,,7-ШС8.1,XT1,13,Да,,
,ZSC8zpe15,8JB001,XT3,17,Да,,7-ШС8.1,XT1,15,Да,,
,ZSO8zpe15,8JB001,XT3,18,Да,,7-ШС8.1,XT1,14,Да,,
,XS_H15/1 (+),8JB001,XT4,1,Да,,7-ШС8.1,XT7,33,Да,,
,XS_H15/1 (-),8JB001,XT4,2,Да,,7-ШС8.1,XT7,34,Да,,
,XS_H15/2 (+),8JB001,XT4,3,Да,,7-ШС8.1,XT7,37,Да,,
,XS_H15/2 (-),8JB001,XT4,4,Да,,7-ШС8.1,XT7,38,Да,,
C-8JB002-1,LS-8L17 (24В),8JB002,XT1,4,,,7-ШС8.1,XT6,25,Да,,
,LS-8L17 (0В),8JB002,XT1,6,,,7-ШС8.1,XT6,26,Да,,
C-8JB002-2,LT-8L2 (+),8JB002,XT1,1,,,7-ШС8.1,XT2,5,Да,,
,LT-8L2 (-),8JB002,XT1,2,,,7-ШС8.1,XT2,6,Да,,
,LS-8L17 (NC),8JB002,XT1,5,,,7-ШС8.1,XT6,29,Да,,
,LS-8L17 (4),8JB002,XT1,7,,,7-ШС8.1,XT6,30,Да,,
,XS_H16/1 (+),8JB002,XT2,1,,,7-ШС8.1,XT7,41,Да,,
,XS_H16/1 (-),8JB002,XT2,2,,,7-ШС8.1,XT7,42,Да,,
,XS_H16/2 (+),8JB002,XT2,3,,,7-ШС8.1,XT7,45,Да,,
,XS_H16/2 (-),8JB002,XT2,4,,,7-ШС8.1,XT7,46,Да,,
,XS_HS8M1 (+),8JB002,XT2,5,,,7-ШС8.1,XT7,49,Да,,
,XS_HS8M1 (-),8JB002,XT2,6,,,7-ШС8.1,XT7,50,Да,,
C-8JB003-1,SIC_НД17/1 (+),8JB003,XT1,1,,,7-ШС8.1,XT4,1,Да,,
,SIC_НД17/1 (-),8JB003,XT1,2,,,7-ШС8.1,XT4,2,Да,,
,HS_НД17/1 (+),8JB003,XT1,3,,,7-ШС8.1,XT4,3,Да,,
,HS_НД17/1 (-),8JB003,XT1,4,,,7-ШС8.1,XT4,4,Да,,
,XA_НД17/1 (+),8JB003,XT1,5,,,7-ШС8.1,XT4,5,Да,,
,XA_НД17/1 (-),8JB003,XT1,6,,,7-ШС8.1,XT4,7,Да,,
,LT-8L5 (+),8JB003,XT1,7,,,7-ШС8.1,XT2,13,Да,,
,LT-8L5 (-),8JB003,XT1,8,,,7-ШС8.1,XT2,14,Да,,
,LS-8L13 (NO),8JB003,XT1,13,,,7-ШС8.1,XT6,6,Да,,
,8kshe30(com),8JB003,XT2,1,,,7-ШС8.1,XT1,19,Да,,
,HSO8kshe30,8JB003,XT2,2,,,7-ШС8.1,XT1,17,Да,,
,HSС8kshe30,8JB003,XT2,3,,,7-ШС8.1,XT1,18,Да,,
,ZS8kshe30(com),8JB003,XT2,4,,,7-ШС8.1,XT1,21,Да,,
,ZSC8kshe30,8JB003,XT2,5,,,7-ШС8.1,XT1,23,Да,,
,ZSO8kshe30,8JB003,XT2,6,,,7-ШС8.1,XT1,22,Да,,
,XS_НД17/1 (1+),8JB003,XT3,1,,,7-ШС8.1,XT4,5,Да,,
,XS_НД17/1 (2-),8JB003,XT3,2,,,7-ШС8.1,XT4,8,Да,,
C-8JB003-2,LS-8L13 (24В),8JB003,XT1,10,,,7-ШС8.1,XT6,1,Да,,
,LS-8L13 (0В),8JB003,XT1,12,,,7-ШС8.1,XT6,2,Да,,
C-8JB004-1,LS-8L14 (24B),8JB004,XT1,4,,,7-ШС8.1,XT6,7,Да,,
,LS-8L14 (0B),8JB004,XT1,6,,,7-ШС8.1,XT6,8,Да,,
,LS-8L16 (24B),8JB004,XT1,11,,,7-ШС8.1,XT6,19,Да,,
,LS-8L16 (0B),8JB004,XT1,13,,,7-ШС8.1,XT6,20,Да,,
C-8JB004-2,LT-8L7 (+),8JB004,XT1,1,,,7-ШС8.1,XT2,17,Да,,
,LT-8L7 (-),8JB004,XT1,2,,,7-ШС8.1,XT2,18,Да,,
,LS-8L14 (NC),8JB004,XT1,5,,,,,,,,не используется
,LS-8L14 (NO),8JB004,XT1,7,,,7-ШС8.1,XT6,12,Да,,
,LT-8L9 (+),8JB004,XT1,8,,,7-ШС8.1,XT2,21,Да,,
,LT-8L9 (-),8JB004,XT1,9,,,7-ШС8.1,XT2,22,Да,,
,LS-8L16 (NC),8JB004,XT1,12,,,,,,,,не используется
,LS-8L16 (NO),8JB004,XT1,14,,,7-ШС8.1,XT6,24,Да,,
,SIC_НД18/1 (+),8JB004,XT2,1,,,7-ШС8.1,XT4,11,Да,,
,SIC_НД18/1 (-),8JB004,XT2,2,,,7-ШС8.1,XT4,12,Да,,
,HS_НД18/1 (+),8JB004,XT2,3,,,7-ШС8.1,XT4,13,Да,,
,HS_НД18/1 (Ст-),8JB004,XT2,4,,,7-ШС8.1,XT4,14,Да,,
,HS_НД18/1 (Сп-),8JB004,XT2,5,,,,,,,,Не используется
,XL_НД18/1 (+),8JB004,XT2,6,,,7-ШС8.1,XT4,15,Да,,
,XL_НД18/1 (-),8JB004,XT2,7,,,7-ШС8.1,XT4,16,Да,,
,XA_НД18/1 (+),8JB004,XT2,8,,,7-ШС8.1,XT4,15,Да,,
,XA_НД18/1 (-),8JB004,XT2,9,,,7-ШС8.1,XT4,17,Да,,
,XS_НД18/1 (+),8JB004,XT3,1,,,7-ШС8.1,XT4,15,Да,,
,XS_НД18/1 (-),8JB004,XT3,2,,,7-ШС8.1,XT4,18,Да,,
C-8JB004-3,8kshe110(com),8JB004,XT4,1,,,7-ШС8.1,XT1,67,Да,,
,HSO8kshe110,8JB004,XT4,2,,,7-ШС8.1,XT1,65,Да,,
,HSС8kshe110,8JB004,XT4,3,,,7-ШС8.1,XT1,66,Да,,
,ZS8kshe110(com),8JB004,XT4,4,,,7-ШС8.1,XT1,69,Да,,
,ZSC8kshe110,8JB004,XT4,5,,,7-ШС8.1,XT1,71,Да,,
,ZSO8kshe110,8JB004,XT4,6,,,7-ШС8.1,XT1,70,Да,,
,8kshe33(com),8JB004,XT4,7,,,7-ШС8.1,XT1,27,Да,,
,HSO8kshe33,8JB004,XT4,8,,,7-ШС8.1,XT1,25,Да,,
,HSС8kshe33,8JB004,XT4,9,,,7-ШС8.1,XT1,26,Да,,
,ZS8kshe33(com),8JB004,XT4,10,,,7-ШС8.1,XT1,29,Да,,
,ZSC8kshe33,8JB004,XT4,11,,,7-ШС8.1,XT1,31,Да,,
,ZSO8kshe33,8JB004,XT4,12,,,7-ШС8.1,XT1,30,Да,,
,8kshe34(com),8JB004,XT4,13,,,7-ШС8.1,XT1,35,Да,,
,HSO8kshe34,8JB004,XT4,14,,,7-ШС8.1,XT1,33,Да,,
,HSС8kshe34,8JB004,XT4,15,,,7-ШС8.1,XT1,34,Да,,
,ZS8kshe34(com),8JB004,XT4,16,,,7-ШС8.1,XT1,37,Да,,
,ZSC8kshe34,8JB004,XT4,17,,,7-ШС8.1,XT1,39,Да,,
,ZSO8kshe34,8JB004,XT4,18,,,7-ШС8.1,XT1,38,Да,,
C-8JB004-4,8kshe111(com),8JB004,XT4,19,,,7-ШС8.1,XT1,75,Да,,
,HSO8kshe111,8JB004,XT4,20,,,7-ШС8.1,XT1,73,Да,,
,HSС8kshe111,8JB004,XT4,21,,,7-ШС8.1,XT1,74,Да,,
,ZS8kshe111(com),8JB004,XT4,22,,,7-ШС8.1,XT1,77,Да,,
,ZSC8kshe111,8JB004,XT4,23,,,7-ШС8.1,XT1,79,Да,,
,ZSO8kshe111,8JB004,XT4,24,,,7-ШС8.1,XT1,78,Да,,
,8kshe39(com),8JB004,XT4,25,,,7-ШС8.1,XT1,43,Да,,
,HSO8kshe39,8JB004,XT4,26,,,7-ШС8.1,XT1,41,Да,,
,HSС8kshe39,8JB004,XT4,27,,,7-ШС8.1,XT1,42,Да,,
,ZS8kshe39(com),8JB004,XT4,28,,,7-ШС8.1,XT1,45,Да,,
,ZSC8kshe39,8JB004,XT4,29,,,7-ШС8.1,XT1,47,Да,,
