AI(PAZ),AI,DI,DI (PAZ),VALVE,,PUMP,Нет сигнала,,,Исправить,,Диагностика. Нет сигналов
Objects.AI.LZT_2L21_double,Objects.AI.LT_5L3_min,Objects.DI.bat_7SHS7_1_status,Objects.DI.PZS_24P29_double,Objects.VALVE.V_2zpe139,ШС21.1,Objects.PUMP.EM2_1_motor,,,ШУ-Ф1,PS-2P29,DI,
Objects.AI.LZT_2L20_double,Objects.AI.TT_5T1,Objects.DI.bat_7SHS8_1_low,Objects.DI.PZS_24P30_double,Objects.VALVE.V_2kshe2,Objects.VALVE.V_21kshe100,Objects.PUMP.N31_2_pump,7-ШС6.1,,ШУ-Ф1,LT-2L3,AI,
Objects.AI.LZT_2L25_double,Objects.AI.TT_5T2,Objects.DI.bat_7SHS8_1_status,Objects.DI.PZS_24P31_double,Objects.VALVE.V_2kshe3,Objects.VALVE.V_21kshe101,Objects.PUMP.N32_2_pump,6кшэ5,Objects.VALVE.V_6kshe5,ШУ-Ф1,FT-2F1,AI,
Objects.AI.PZT_2P23_double,Objects.AI.QT_5Q1_electrical_conductivity,Objects.DI.LS_8L13_leak,Objects.DI.PZS_3P11_double,Objects.VALVE.V_2kshe4,ШС23.1,Objects.PUMP.NM1_2_pump,6кшэ2,Objects.VALVE.V_6kshe2,ШУ-Ф1,QT-2Q1,AI,
Objects.AI.LZS_2L23_double,Objects.AI.PT_5P4,Objects.DI.LS_8L14_leak,Objects.DI.PZS_3P12_double,Objects.VALVE.V_2kshe5,Objects.VALVE.V_23kshv2,Objects.PUMP.ND9_2_pump,6кшэ100,Objects.VALVE.V_6kshe100,ШУ-Ф1,2зпэ24,DI/DO,
Objects.AI.PZT_2P20_double,Objects.AI.PT_5P5,Objects.DI.LS_8L15_leak,Objects.DI.PZS_3P18_double,Objects.VALVE.V_2kshe1,Objects.VALVE.V_23kpv200,Objects.PUMP.EM1_2_motor,PZS 6P23_1/2,,ШУ-Ф1,2зпэ25,DI/DO,
Objects.AI.LZT_3L6_double,Objects.AI.PT_5P6,Objects.DI.LS_8L16_leak,Objects.DI.PZS_21P16_double,Objects.VALVE.V_2kshe6,Objects.VALVE.V_23kpv201,Objects.PUMP.N31_1_pump,7-ШС7.1,,ШУ-Ф1,2зпэ26,DI/DO,
Objects.AI.LZT_3L7_double,Objects.AI.PT_5P10,Objects.DI.LS_8L17_leak,,Objects.VALVE.V_2zpe102,Objects.VALVE.V_23kpv202,Objects.PUMP.N32_1_pump,7кшэ5,Objects.VALVE.V_7kshe5,ШУ-Ф1,2зпэ27,DI/DO,
Objects.AI.LZT_3L8_double,Objects.AI.PT_5P11,Objects.DI.PS_8P9_pressure_diff,,Objects.VALVE.V_2zpe103,Objects.VALVE.V_23kpv203,Objects.PUMP.NM1_1_pump,7кшэ21,Objects.VALVE.V_7kshe21,ШУ-Ф1,2зпэ28,,
Objects.AI.LZT_3L9_double,Objects.AI.QT_15Q1_electrical_conductivity,Objects.DI.PS_8P10_pressure_diff,,Objects.VALVE.V_2kshe12,Objects.VALVE.V_23kpv204,Objects.PUMP.ND9_1_pump,PZS_7P4_1/2,,ШУ-Ф1,2зпэ29,,
